OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,2790,5519,9902,918,9760,8315,4649,6253,8319,3721,7696,5022,5273,7287,3195
+,2767,5248,8854,7893,2936,212,7059,1946,7342,7398,2816,5173,6732,5944,5052
-,2019,3984,468,9682,7518,5234,4324,6906,5693,5556,7927,7315,8286,8010,8791
+,3078,6713,4892,3473,4091,2736,7058,7409,8319,7932,8707,9317,5888,9107,8239
+,4363,4006,2202,6247,6770,9591,7434,758,4327,2789,2608,7467,6901,4885,4138
+,7828,3968,794,1278,1746,819,1800,8031,511,9815,2862,4004,9692,9365,1959
+,4986,8824,7257,4828,9016,9478,9557,3500,627,1963,9149,2937,2184,6525,8383
+,8603,7582,4886,9119,9493,7400,6019,170,2853,581,9711,4751,6204,7093,1601
+,7345,862,4882,555,4964,644,2912,1457,2538,4151,4681,4469,3983,9926,7983
+,1696,670,3310,7566,4618,5134,8428,1529,183,9348,9725,1149,6128,5548,2267
+,6728,4215,8928,1166,222,8018,7107,304,8200,6572,3558,3603,506,5864,6906
+,6923,5710,1813,4212,6151,9414,7875,7125,9004,5261,9073,3386,8932,8492,6878
+,1026,5205,3554,2987,1000,4161,1875,9324,7836,7412,4559,5567,2907,9676,1504
-,719,7489,5840,988,7340,8998,9935,2138,9853,5069,760,1447,5485,976,4892
+,8078,751,1059,287,1706,9905,4946,5374,1688,7155,4478,731,9540,6264,2583
+,9542,4461,3154,5807,1070,9822,261,6058,6987,1459,3964,2379,43,2906,5779
+,9636,3753,2033,5492,5452,3177,1318,9520,2303,9891,5240,7622,9775,7472,7370
+,5152,961,7514,5155,5435,9259,9840,6924,2253,2676,3663,9998,4035,3681,3900
+,5397,962,5246,5662,9930,751,7928,1889,3825,543,7025,167,5017,7681,2890
+,5696,3303,7635,1911,7306,9092,3288,4306,3675,333,3237,5894,4125,8631,2163
+,8791,8898,8036,9927,1489,83,7592,3646,2771,5739,9118,3016,8573,7331,9397
+,3878,1394,4179,2172,2991,3589,6000,8270,4397,6666,6040,5691,2382,7085,727
+,8565,6849,5374,6354,8512,1377,4468,7165,8775,2589,8575,7710,5057,9935,1832
+,5243,5435,641,1269,2923,718,951,4802,2579,7671,6883,1775,352,4077,309
-,7921,212,8633,2098,1643,8965,7828,9802,2820,1448,3694,7738,2486,2718,8030
+,3909,2893,9547,4929,2569,7119,3017,7450,3733,9855,7092,9536,3288,1219,2646
+,5466,9241,9906,3677,6811,8216,1420,2614,584,3693,6913,5674,6293,6439,27
+,6007,6627,1989,8959,5310,301,840,9723,3783,1457,1383,9306,5962,6417,4497
+,3596,8934,4465,1697,7295,5170,9195,1586,3948,8858,3281,6480,5143,1383,6720
+,2714,1952,5043,4545,7685,4097,3465,5571,2575,97,1900,216,4817,8459,6696
+,7754,4468,2378,4467,9493,1058,3029,7407,9433,8105,4953,2523,6857,5125,347
+,8473,6429,3888,6372,9545,8280,7787,2269,8612,5013,6149,3602,2076,8756,6191
+,4086,9914,9012,7024,4568,8759,9842,3425,6535,4985,5220,6964,5316,4230,4112
+,401,4322,4080,4315,9466,8658,2427,6324,2007,4804,1001,8137,7534,9935,6496
+,7941,6804,7190,166,3538,8383,6855,6229,3060,9193,1890,2646,1381,8880,5837
-,8683,5117,5178,9282,105,7436,1716,2847,6915,41,7181,5278,8846,7908,8979
+,836,9587,3589,7767,1480,1912,4007,9552,7862,1832,6463,5371,8857,1216,7348
+,4948,4211,1014,9751,1723,4628,4520,374,682,1640,2089,4715,6700,39,8004
+,7780,9102,9585,2074,7459,9928,4078,2001,5424,3004,6071,6318,4260,7851,9694
+,1294,5117,8490,6075,9261,5585,4624,1825,2852,2227,8770,6799,2461,1681,5486
+,6506,4295,4438,4566,7185,5902,536,7614,6155,2311,972,6543,3069,6436,9659
+,8672,3772,2521,1907,6442,364,6849,5562,7764,4930,6916,2149,4464,3304,1814
+,6051,8820,4229,4053,6118,4125,3421,6093,2522,2430,4400,4363,4418,9806,8275
+,5350,9133,4178,1775,6995,859,1116,8809,1678,1427,840,633,5629,5501,4070
+,1044,522,622,7112,1481,4294,2066,119,6864,4918,1724,1636,2331,7814,7639
+,987,7283,5636,7696,9444,4934,4289,4097,8475,1795,5319,1895,5016,5583,5871
-,9720,8705,7939,5175,2615,5354,5841,2823,9868,5537,5428,9970,3017,8073,4545
+,5345,4626,2653,3695,1442,6619,6224,3637,4492,2937,1669,9271,6525,5846,3694
+,5304,4088,7067,9266,6595,7945,295,8685,6798,278,3517,5256,3401,5380,183
+,9841,1449,2330,5955,336,4071,2555,9424,434,3961,3742,1141,6230,8862,2529
+,590,1618,9547,9420,1389,858,9268,5205,4022,2165,8956,9239,8641,6224,6926
+,7481,7957,4433,8374,3294,2042,7137,2231,7672,4257,3821,2395,4453,8134,4229
+,1386,721,6708,5625,5177,26,1432,7109,598,7168,3954,4292,937,7518,280
+,9712,2814,1440,9303,2881,1056,7990,6202,7452,3867,6257,7129,9237,5614,283
+,782,7284,4619,2153,5871,6159,6883,4018,9032,9357,5835,9268,9140,4029,1243
+,6598,7348,4522,3696,3266,38,8261,1252,3988,4983,489,6900,4582,3724,5896
+,273,7625,526,2435,5774,1659,10,3926,8922,54,6194,5595,6492,4474,1205
-,5603,5208,4239,5533,8731,2881,9078,8241,2651,9670,5148,5490,5302,1002,902
+,4739,9071,6247,3992,2704,2268,6510,1703,9923,5448,1428,6993,7928,6700,7617
+,9162,5331,6065,5741,8126,8606,5075,4844,6633,8863,7728,5063,2140,9484,7275
+,9641,7024,5444,9240,3195,5957,6186,3144,9301,2931,1257,7628,8649,7794,7674
+,5223,7291,934,1004,9270,5977,6419,4593,5031,5942,7964,4416,9742,1420,3007
+,7147,2958,3240,4740,9134,2990,2384,3169,3660,8945,4701,2701,6050,2213,8333
+,96,7352,7662,5243,7045,4011,617,156,2977,3699,6023,6771,7871,1047,1455
+,584,153,7546,1812,7564,9647,4029,3919,5171,7711,5609,4034,2922,1956,7278
+,484,5206,1486,7351,8466,394,5697,6169,4273,8725,9036,8703,7703,4915,8390
+,8178,7386,4177,3791,7104,3486,2839,2936,5504,614,1173,8537,2389,995,402
+,8004,6218,6932,6793,4570,1230,7599,4893,622,3942,3085,4537,639,246,4771
-,3575,7846,7417,5589,887,3225,6869,4431,2623,308,2411,6680,9673,2155,4372
+,1469,6928,8400,6298,1556,3785,1423,7608,161,9513,3637,6720,6511,3448,3642
+,3537,3821,943,1384,7505,431,5246,3400,3709,2268,6863,6264,2874,7048,3395
+,2983,6506,1954,3385,4359,8669,98,6004,4750,7313,194,3666,6781,9628,2017
+,3856,9875,2674,1664,4368,347,7793,5455,6778,880,2028,8391,5454,603,9789
+,4120,3194,2362,4919,3984,4134,8965,2104,3187,7319,9011,9216,9431,5324,7313
+,4845,4998,7261,7652,1490,9796,3496,739,868,9090,3880,8358,9209,9139,3185
+,8225,2004,1564,8180,1585,1528,2627,6803,2710,8835,3008,1132,3876,2490,318
+,6698,5637,3103,7464,2477,2292,7093,8965,9548,1672,2100,9821,2757,560,4912
+,5609,7188,2214,5105,8653,5063,1623,8257,3578,1737,3333,7113,8805,5727,8851
+,9363,1316,1328,8203,8135,6550,1673,7527,8292,6452,9593,9795,2380,5132,6000
-,1868,1804,8822,5609,3850,5406,199,7432,5259,1481,3944,2322,5878,4279,3772
+,2934,8913,3291,2689,5391,5577,8838,6606,4719,1207,8876,3718,9894,1704,4680
+,8695,1375,2365,6264,6479,6852,3797,2914,9939,8477,4364,9918,6494,4249,8476
+,5219,3817,3287,9859,5197,8841,6869,4477,1034,8270,593,4871,9507,5225,8558
+,6419,9565,746,2945,2389,4046,6303,3875,6351,5670,6962,7811,4368,3551,3067
+,4889,9000,5277,2256,7251,9404,5250,7272,1601,8765,5293,7795,4997,5236,4071
+,2216,7391,5696,7725,3483,4691,6218,9093,4968,6817,2603,4250,251,8923,1000
+,8263,7165,9924,3284,1523,8783,2725,353,2301,9452,5109,5767,3608,5089,4124
+,4455,592,2074,6133,4432,5739,6319,2418,8556,8008,5948,7246,4268,4931,5668
+,2254,9159,5478,7399,3516,9703,8790,8215,2036,2215,5960,6023,3040,2939,6806
+,9286,6291,756,917,1783,724,4614,3808,9473,9370,9080,3348,5230,2510,5326
-,2378,5563,106,2984,7354,2070,3691,4032,5237,3186,4401,632,51,1853,898
+,5141,6750,3849,6004,2803,1374,1730,2143,4746,2241,9153,253,9563,3358,4140
+,5846,1849,1682,4708,9060,1415,8788,9451,4879,828,9255,2984,3902,598,8617
+,9452,1766,5456,5838,1643,314,6169,9093,2127,6194,3899,820,9909,3284,924
+,5876,9366,7275,6184,6755,6439,9931,2897,6668,6409,7788,7311,5929,6628,9576
+,6260,2565,8732,1532,106,9139,5473,9358,7536,8873,4598,6866,7847,5475,8145
+,1628,7610,3663,9343,682,9799,2795,4740,6850,8033,8516,1335,9593,2120,5189
+,1024,4859,4512,4251,2478,5365,7878,8487,5314,8246,4553,5446,4882,6480,5852
+,9172,2114,3139,6840,115,5334,9855,3522,1180,4630,7583,199,3513,9976,3755
+,1730,6546,2574,3455,6888,1833,3214,8147,3052,8808,9344,8412,5337,9566,8536
+,3034,9292,2141,655,8146,4523,4223,1386,7637,7009,2073,3547,349,6709,8388
-,4267,4998,9296,6640,9423,6648,306,5651,80,9520,5206,2408,5713,9358,1980
+,6790,2622,6936,3498,2420,3745,1779,2994,4453,9422,7908,3431,830,5432,2985
+,1295,8202,4077,3797,9996,4004,215,8938,8034,5313,6191,3840,7615,4479,4947
+,4830,2087,7506,6932,5090,1437,8604,5456,1489,6595,6396,2442,9810,8297,6814
+,127,1013,5655,8827,1756,960,9679,908,4107,3154,1200,3548,6922,535,9049
+,3658,4090,1559,7061,5914,418,2457,4994,1112,7011,1201,5371,7229,7447,8450
+,5564,50,1845,9081,5931,5621,764,4892,1380,2974,5423,3652,741,4859,9858
+,7490,3983,5770,3725,4922,99,2101,6545,2741,8642,2915,8320,6683,4066,572
+,5054,1607,4503,5498,500,7759,3042,2242,3264,3203,3001,2883,5052,7228,4027
+,32,4140,1790,6029,7835,2722,4010,8105,6544,2035,6408,4601,3453,4890,3386
+,269,7746,8277,4201,5783,5581,2003,8124,5227,3223,5744,7765,2501,2474,8595
-,2736,1385,4568,6174,576,684,8520,5539,2418,4836,9820,1857,4295,5578,3125
+,7789,7650,2532,7654,9812,9892,1362,6289,3903,4870,6055,8069,1038,1343,2430
+,4632,669,7121,7525,7396,2442,8433,4096,8235,8668,2750,2630,4214,9288,1031
+,7900,3886,9470,4224,8690,6068,6679,1197,4852,4889,8931,1721,6535,5465,5535
+,4774,501,1419,2177,6495,1902,157,4831,5390,463,7656,7251,8383,6856,9595
+,4019,8579,5701,3909,1231,9222,253,6618,248,7453,270,8940,95,9774,3325
+,4404,885,4061,5087,9839,5705,8341,4708,7868,6027,7574,3962,6150,981,8782
+,549,3857,8151,5606,6256,8212,2312,1178,6467,1681,7251,5372,1701,5675,1278
+,5389,1887,6589,7894,1380,5294,4201,9737,9122,9253,670,1571,3508,5286,6269
+,4084,5168,1168,8419,4565,4313,2661,9900,4290,6199,7946,536,9464,2047,2507
+,3240,5286,3260,2940,2453,3042,3050,1425,3119,6794,84,1161,7087,5070,2700
-,4609,945,4234,7805,8165,8802,8515,9523,7981,4958,622,8224,6928,7576,2436
+,2090,1592,6730,393,4460,7055,3936,1915,4055,8905,1811,7126,2143,9080,8258
+,1685,8917,3900,8556,4482,3939,880,4466,2942,347,9528,9348,2476,1050,1570
+,9598,742,2032,2789,7136,4762,1108,7794,2506,9008,1435,3388,8065,3372,3781
+,2943,8382,8128,557,9698,8999,9689,3187,3051,5240,8217,1757,5132,3567,4821
+,828,2253,7864,2957,769,655,4752,9664,1897,3143,7397,5421,5648,4640,4611
+,5866,9334,9121,1034,4103,5821,2566,8389,972,9630,1227,9514,3338,7670,9321
+,792,5003,8131,8857,1314,3727,7377,1474,1111,8143,9740,1000,6368,293,1770
+,5522,3673,3193,856,7630,6209,4038,2294,9620,7814,8377,6154,6441,7139,1366
+,6642,2394,6667,3702,9736,4662,7739,8667,4271,7770,9103,477,9175,2243,4065
+,7236,9507,8908,2314,9748,2032,5114,9340,2648,9476,7271,8075,9613,1679,4405
-,7402,1590,3138,9958,444,3558,5695,7184,9134,6423,2380,4600,5329,1632,8076
+,4124,9126,9500,8250,2714,9307,1911,7039,8833,2478,2005,5988,5499,2949,4937
+,7607,5766,9995,7645,2707,5989,5944,9095,9159,7936,1202,740,209,1599,1039
+,473,7172,3960,5398,9625,1902,5194,6969,541,3475,1626,9437,2170,2721,3771
+,4662,9039,4589,8987,9625,1378,3253,2125,2258,3954,2231,8058,3657,3986,3162
+,1080,55,3704,8296,1351,2268,3498,9502,8980,5103,6326,4930,4843,8174,9194
+,3339,8836,991,6831,7275,3680,8871,8471,6458,6139,2647,7352,6424,8588,5383
+,5731,2513,408,4532,8022,4050,3770,9482,4894,6894,2195,5749,4606,1078,8891
+,102,5124,4714,6392,7595,7078,7088,4147,2929,8767,1812,8339,5995,9863,5398
+,4041,3388,2152,3029,4628,993,2050,7981,6799,1744,1177,2177,847,8198,2966
+,5399,7768,5995,6498,8437,2639,227,5157,7657,5648,3888,5229,2832,1838,2096
-,7503,557,6277,773,9488,8675,9136,1576,6138,4878,4855,3249,2608,5581,1931
+,1322,1202,3520,5695,2031,8690,8979,3333,7346,1,5123,6174,9006,6232,9268
+,9669,5278,6335,3030,2845,4519,4701,3008,2010,5308,9492,2964,5254,9691,7091
+,964,3529,9236,548,9290,8141,4833,6723,6050,2907,1613,7480,6434,6688,2360
+,1067,7394,7364,4239,283,9540,5901,9089,8412,8606,7796,4480,8164,1575,4742
+,1927,7939,3987,1445,3413,6884,8851,1938,2233,6841,1113,3942,4842,6732,2927
+,6369,3081,5676,2053,7213,9837,8252,7750,8936,1781,3712,3930,6052,1999,1585
+,6910,8392,693,7619,94,8672,2162,8326,723,453,679,9975,4686,2647,658
+,8547,3650,5470,8858,6010,7974,3695,4839,7563,4101,224,5090,3998,852,1340
+,1857,8161,7393,4762,4705,1985,9447,1461,1627,9754,7942,9496,8432,1071,9664
+,8819,7807,8376,5309,3733,7413,8759,2231,1059,7161,7347,1187,1883,7230,1542
-,2005,4686,5093,266,2151,3694,5158,4913,2380,6201,7579,2545,670,4754,1045
+,1235,5843,9270,6424,7508,2057,5902,5925,8049,8207,800,8620,2189,458,7703
+,2400,8989,3763,6593,8415,723,8012,733,1882,7563,222,8188,7255,9556,9743
+,7439,4331,3311,1301,7769,284,5792,628,8529,7493,391,2236,3241,1758,2266
+,7713,732,2466,4393,5890,3619,7643,4565,5843,9610,8253,1690,3497,9444,1980
+,2647,6582,2383,5355,9884,5986,2306,4472,602,7773,296,3089,4106,6757,4854
+,6782,9219,5188,9022,7190,5643,1348,9865,5477,5786,4940,4487,7655,8963,2953
+,1831,9207,3342,7604,5989,8731,1163,7088,9954,1775,3836,4463,3913,7633,8106
+,5375,8762,6359,7749,8885,9241,2524,536,1270,4499,8303,3494,2638,2802,2132
+,9122,9451,7655,6283,5661,8907,2438,3075,12,2512,2018,8391,3402,5151,2703
+,9953,147,5159,4556,2661,1106,9513,3946,9391,9945,2466,6796,9243,2250,6308
-,5197,1333,2289,3715,8832,4698,9802,3834,431,4541,9127,6297,8322,3097,8904
+,6764,1525,3387,2098,2582,2751,9599,9288,1488,8601,2822,7797,8558,3791,3567
+,5994,5125,1012,776,1287,4655,3667,7919,6645,6012,4959,9840,484,2902,7613
+,2782,1391,1827,1719,6710,3916,7078,5279,8930,5262,9425,984,802,5972,6815
+,3796,4175,2911,2297,7212,2106,9127,8297,5490,4213,9991,6175,1711,1687,3143
+,2486,7956,7056,7260,1724,3874,7370,8138,8405,7848,6458,6733,2227,1498,7382
+,4827,2092,4481,8657,9773,3393,6613,4129,1080,6894,5065,7122,3376,2106,5308
+,2752,5755,4395,7728,7426,5289,7212,8384,6245,756,3528,523,9513,4298,330
+,5706,5953,7867,4311,3467,5907,7950,6364,6760,2076,5746,6487,9239,1446,4392
+,7788,8236,5826,3068,751,5589,3552,928,6131,2882,3575,1609,1459,4097,9122
+,4676,1083,6394,6758,7011,681,7882,3934,8548,5531,2125,6565,1485,2203,8482
-,7859,8163,9981,5369,5273,9266,5905,8454,2893,3308,8238,9548,6075,2222,8768
+,2464,5003,6935,6894,3006,6242,1870,2452,1099,7263,3029,5569,718,7773,6702
+,3421,2631,525,9931,1158,9137,2643,1193,8815,7056,2482,9908,7984,1406,5563
+,1583,101,8809,1514,9046,2741,4037,834,6633,8927,5415,4251,9006,8508,3672
+,8597,9125,9396,784,9407,7302,4720,1087,2852,6824,5920,8121,5040,609,5986
+,1317,5957,6264,4957,7221,4751,1962,6731,2619,1977,8371,8726,184,6703,3521
+,1394,309,1033,9081,4477,2191,8109,8125,1378,3269,366,8694,9691,8433,5760
+,4557,6032,3267,2059,8809,2945,7879,7400,5623,9962,8427,1391,2663,5705,586
+,5119,5426,6849,6302,6650,1428,7772,2847,535,4968,5298,1061,178,1542,9256
+,7860,763,3873,9176,3423,4821,910,7807,157,4421,7744,4783,4876,1941,309
+,2180,7696,5191,6570,8857,534,7013,8740,3554,2919,2059,2842,5397,8493,166
-,4748,2656,7211,9008,4422,1402,6226,9954,5413,696,428,9616,7092,4974,7926
+,4541,6853,6006,8738,3070,1413,4444,4311,2310,4796,9646,2455,1058,614,4205
+,5908,8967,195,6098,7228,4552,7138,7919,9668,2898,3155,1904,7056,9767,5251
+,9409,1634,1570,3504,7362,4,9029,2812,8484,1473,8301,5828,1828,4608,8957
+,8148,3710,3788,3108,4157,3605,1905,3846,6071,3969,953,3860,5449,53,8709
+,188,7906,6189,3073,8256,5194,7536,3768,4026,6106,1144,291,1474,7961,5118
+,4603,1096,5514,1247,6988,6813,4975,7997,4391,3398,905,6993,2386,3030,4176
+,6066,8071,9216,2468,9402,1385,4142,58,2539,5141,6249,1148,9263,8885,4382
+,2126,1566,3469,5255,2456,1044,1703,4222,8043,2084,3788,928,2608,6810,2042
+,8336,956,4342,2401,4370,8077,2027,1455,737,3969,5581,2117,3519,8736,8717
+,2016,2666,6339,3034,9620,5001,7689,4111,5585,9008,485,3659,5026,6659,1411
-,1511,5842,6664,8396,2535,8371,8359,9698,4772,9466,4831,8444,7123,3734,2054
+,9722,4224,3512,5101,192,9262,2093,1064,614,6737,7847,7525,5859,2970,3602
+,599,101,2372,4564,6882,1883,291,6407,1893,4776,3223,3661,4635,2183,8222
+,9470,9608,3377,5473,7212,9271,4050,759,8655,6998,6789,8579,7356,2725,6300
+,6302,9667,9651,1032,7091,1949,9690,7466,6330,9338,6037,2495,8025,3299,4461
+,5390,3423,6638,2974,4312,6588,2941,7254,2819,2582,1320,8033,6460,8962,8799
+,1784,8503,3542,9658,2477,5453,3803,8231,3369,2288,8926,244,7879,4106,2428
+,4372,8343,2009,7296,5917,6905,9301,8720,139,5361,9206,3762,4221,3065,1956
+,5407,7604,6013,3280,1488,9165,2736,5995,2428,2427,6901,3712,8492,2069,1300
+,4059,185,2454,1773,5783,5168,2786,1119,4785,4068,9968,4230,1420,776,9385
+,2642,5901,7200,580,5862,8452,5843,7527,2750,1524,7679,9639,4371,7744,5427
-,5077,6181,1745,9076,9110,1097,4442,5147,6806,7984,4483,1090,7362,2788,6634
+,6959,2606,130,2375,4345,2621,8257,4883,8036,615,1355,684,801,9876,1490
+,4765,7544,8844,3877,3904,3660,4998,2212,1775,4978,4358,279,7251,1105,3080
+,9972,7454,6415,8294,1465,6931,7468,8557,5689,4976,1936,1761,7529,5988,2511
+,9415,9650,4828,5508,8532,2603,890,3775,7100,8910,2766,3390,2183,777,2502
+,9728,9558,1120,7673,5061,9273,9837,1321,5641,1878,3747,6181,3416,8480,6189
+,1494,1797,6852,283,1929,7893,3789,7748,5686,9407,8489,3793,7237,3576,1104
+,6758,6559,5063,6227,8896,7768,5950,5901,6179,3038,561,5305,1820,5359,3955
+,3650,5587,8622,3351,1053,9514,8138,7067,4280,8116,3045,7890,9028,8506,680
+,4973,4980,153,7325,3217,3637,9184,2938,4753,6387,3253,7811,2029,9671,7932
+,6266,3152,2084,8719,1138,457,10000,3208,6629,1378,3020,7998,2864,687,6992
-,5756,8956,9700,8220,9558,5321,4518,3748,4203,1169,6608,6391,8560,4253,7066
+,6148,2238,6344,8169,2592,2966,5175,299,7224,1447,8017,6980,8894,1706,4324
+,5661,8197,2458,5332,5726,7225,7596,1693,8847,7336,4080,602,1303,8813,1144
+,5275,5601,1091,5145,7256,866,3387,6031,357,4375,961,1870,4350,8369,8167
+,9462,2978,4186,5017,5506,1573,7290,2388,6418,278,4561,9276,3073,5171,7042
+,2612,6213,9483,9152,1472,7246,4967,577,6484,4059,2989,4692,8586,8797,7128
+,577,3803,6679,4286,458,1624,244,1395,1063,4351,2694,8474,6289,3802,225
+,8486,8188,6823,5572,9756,476,6499,6573,6979,5520,5100,5760,1429,6386,3856
+,295,4059,9063,5686,2121,9592,1489,6747,204,6856,1100,8900,3074,8919,192
+,9310,2281,4430,878,5321,9490,6627,8799,4622,2779,615,5726,7633,4662,8341
+,6521,520,2742,5834,4197,8809,4385,1331,6110,660,9026,1539,8259,612,4912
-,836,9587,3589,7767,1480,1912,4007,9552,7862,1832,6463,5371,8857,1216,7348
+,5326,9039,1245,2838,6051,573,2269,4737,7799,5898,9013,1396,7108,1606,5072
+,526,3859,4497,33,9775,5535,3318,5023,1772,6011,7252,8967,6351,6784,4762
+,1353,1182,3040,3094,8241,1183,9226,1286,334,7425,6670,8641,5685,7807,3799
+,7544,3981,2867,9711,1218,7030,6812,5925,2659,4461,5766,2927,5683,9959,770
+,0,6390,4788,1345,8738,5185,2885,7621,3872,2079,7238,6582,3533,5512,7659
+,982,938,1400,8368,87,7636,7075,1265,3093,5660,2669,1623,6325,487,6188
+,1220,6183,6427,2411,6167,4600,3733,3552,8652,3689,1295,907,3316,9742,4863
+,936,855,8509,2199,2348,8764,1185,8508,5728,6138,6480,1582,6430,1823,5539
+,1507,9457,8055,6215,9388,6525,4880,4462,7960,9470,8023,7567,6204,6547,6727
+,6441,5748,9316,2090,6547,9162,5917,1266,9663,2810,6893,8173,8049,7149,9948
-,649,6599,8117,9739,9883,735,7186,7292,7977,4590,9809,4345,112,4589,3363
+,3750,4169,8591,7765,2085,4537,9794,8795,3728,8543,8063,1525,3165,6731,9526
+,3383,6787,8625,2157,1106,250,2790,9324,4219,1209,4495,3716,1973,6423,4429
+,219,1000,3008,7229,7152,4936,7048,1356,6155,8850,7510,8262,4715,7977,825
+,3773,5805,7833,3941,5637,527,2275,2127,7816,2526,2880,3818,6991,9023,5191
+,341,4789,8684,931,355,4371,8897,6951,8863,5999,996,4826,8623,1473,264
+,1377,6392,1225,9073,2553,4899,3081,3564,6198,1660,1532,3990,6704,7000,5602
+,7673,4289,421,2982,8081,811,5369,9093,2392,1358,3222,7108,1935,2559,1269
+,5414,4217,5541,9717,3811,6978,3544,5191,925,3312,8111,6476,8333,5865,642
+,2874,6317,488,119,7179,9886,4473,9867,5228,7947,2714,7492,3666,4603,1573
+,6566,4407,1319,7117,7479,6264,6453,6376,5121,650,2199,9075,181,3579,8999
-,1873,3817,83,4988,1229,3799,8920,2319,2311,1051,3774,8936,5654,8771,3530
+,5865,2539,6380,8273,6645,478,2976,4745,894,9010,8297,2584,6510,6486,3964
+,3584,9476,6942,7619,3275,5624,8488,594,2517,8802,4118,621,4770,7573,9584
+,4589,3975,3488,9920,5220,3289,9526,5602,4772,613,4729,7107,430,7283,2939
+,7083,5759,5574,1627,4731,6465,3824,6412,7390,1678,3327,8757,4749,8131,1920
+,2964,5711,9629,5124,8610,9243,8425,2361,1350,6220,1351,1536,8950,8052,5745
+,7066,9467,8464,7566,4271,7575,2209,1850,9685,167,2321,6740,9479,8258,9542
+,2320,2269,9849,7607,1620,7700,6913,6329,8777,4939,9489,7545,1913,7851,9956
+,9926,4684,8164,8887,8779,2054,2528,5505,2280,685,774,7736,2450,1988,3244
+,3093,242,9989,0,5842,56,9715,8956,1037,6637,809,563,1345,1921,7087
+,4369,3591,6729,7205,1353,5020,7283,3925,1226,651,9389,9722,7683,3002,6161
-,1580,9482,4380,8464,5041,1435,5786,10000,6332,5584,6417,69,6697,1769,390
+,5536,3161,6591,3382,2882,8849,475,6449,9495,9285,8201,7791,4342,2332,5344
+,3068,9421,5323,5288,8205,7319,4878,3147,6497,9452,1502,4263,1516,7382,8887
+,6063,5642,2717,33,8522,9983,4564,7744,9421,3883,4723,591,1809,3591,4725
+,3169,832,3551,1514,7866,3768,7696,2561,8285,6699,2464,8685,2986,727,6402
+,1411,6375,7982,8388,6724,2370,5012,8149,2326,5135,998,1573,5248,5758,7918
+,2107,8683,1637,3114,6077,7412,164,3543,9597,6530,7025,1032,1682,5695,7889
+,8653,5419,3408,2090,9170,7303,6302,2686,1841,3127,2291,6504,5039,6831,9212
+,4035,305,163,5393,5705,4768,7998,4672,2080,9948,3126,789,1611,8703,2155
+,8780,1378,566,4899,2711,8585,9910,7365,5457,2092,8782,6618,5835,138,2724
+,9056,1422,5955,3498,6369,3366,6121,2233,3020,2558,1203,3869,7051,4201,1516
-,1377,6392,1225,9073,2553,4899,3081,3564,6198,1660,1532,3990,6704,7000,5602
+,8747,2494,660,2366,3726,3215,1312,7167,5795,8062,3952,2570,1603,8315,8007
+,5530,8132,7830,8269,3454,8281,1921,2054,6251,5910,3592,454,113,5647,1808
+,3760,1105,711,7712,2642,831,2733,2946,4732,7831,4806,310,9058,462,4352
+,1707,5300,6059,5236,7766,9015,3982,2787,7083,5658,3199,1372,8859,665,1698
+,1290,9546,899,7638,1423,2591,1489,6166,1566,4606,8269,5935,242,1225,9340
+,7676,4037,377,6018,6040,5603,6874,4575,9344,9640,2001,4171,7226,586,6373
+,3116,283,2958,6791,6140,1723,7502,7423,8427,1853,2827,8976,2807,6632,4346
+,5165,7500,6867,9717,9284,5383,435,3184,9599,8579,904,5877,697,3733,7631
+,5790,9962,1804,4252,8340,4286,5515,6766,8956,1059,715,546,4463,937,8594
+,8046,5578,83,6648,8917,2743,8844,8863,4401,2294,2851,6020,711,3511,6269
-,6975,2817,9967,1233,702,6488,4385,959,8845,6996,7740,8500,1242,3852,4145
+,9803,1318,2496,5322,1417,8894,9368,3321,1165,2613,3159,3456,6123,3080,5187
+,360,8877,7321,5491,8552,6263,7360,2198,3166,7281,2321,6369,895,6596,5672
+,1100,1306,556,4080,4534,2102,7130,1261,1705,5656,7695,8140,7920,9327,2835
+,847,5613,6419,6801,5616,1275,713,562,3910,9799,6051,4111,3256,336,595
+,2469,8926,7211,5112,7032,5909,7721,5786,799,4918,3801,6889,8459,3313,1171
+,9931,7076,1480,4729,3,2980,4266,960,9941,3321,5227,1036,1291,5243,8478
+,4874,1550,8196,1543,6648,5824,9070,2891,4071,5899,7381,6625,3803,9896,8673
+,658,9753,526,3552,7041,3644,67,4577,9710,4648,9693,7096,9747,3285,8123
+,9276,2553,199,3812,4889,2006,2650,966,2592,4261,1318,56,500,6834,1827
+,1359,7867,4399,8826,8231,8581,1288,5886,7192,7747,6155,3094,7405,394,9789
-,3466,545,9049,1064,8336,8322,9680,9642,4159,3390,9586,9701,5857,432,1274
+,9399,2055,680,2499,341,5596,1083,485,5736,7119,9346,1491,2666,8925,3460
+,251,2718,3449,3783,1014,6564,8063,4482,1351,8526,6872,1637,5067,9300,6831
+,4586,5032,7038,6072,390,9134,4427,5391,9409,8986,6044,1408,5480,4848,2712
+,4560,9258,2877,1484,4169,6198,6834,9781,3712,6415,9091,614,5514,6871,4206
+,685,7310,7080,1008,5285,7088,9221,1854,4265,1614,6913,3891,9507,6575,753
+,760,2546,8233,9129,6375,21,1688,9858,3281,924,9589,1150,404,1004,4785
