OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,9847,5651,8591,13430,9437,2703,11091,3702,10741,13601,9100,5795,12877,6908,13167
-,363,7707,2338,1287,6073,2798,11659,1151,13970,3788,6408,1261,774,20,7206
+,14787,163,330,9885,7618,8656,8992,14219,1679,9102,630,9192,7511,7404,4553
+,10842,12225,7255,5367,4780,14863,14727,10529,6442,6449,14192,14657,3363,2447,13614
-,8445,14703,1894,8609,4146,113,1219,5071,14265,14500,2177,11458,3791,9106,9431
+,14002,4411,5128,11401,5447,1594,10586,5709,6401,1964,4117,10213,1632,815,513
+,7111,14206,12772,695,509,10165,12985,13536,6009,12037,10420,11660,1017,1361,7966
-,12543,11248,8306,4321,5317,8287,12054,3416,9051,12144,5321,6952,3395,5855,11100
+,7547,10010,2065,12360,14508,851,14921,13460,73,737,779,10104,10095,2673,12727
+,13497,2600,14860,8393,13063,14510,1921,8967,3163,5798,11300,871,14709,12466,7548
-,7814,11672,8239,199,320,14716,3918,3163,10308,3665,1863,2044,5561,13482,5534
+,6547,9067,8663,5868,3757,3557,8367,11848,9484,8967,5541,6748,11423,8342,13167
+,3096,3757,2517,4211,1664,6595,11500,7346,3609,11032,14216,12712,1456,3780,7787
-,5038,13082,6416,13240,5240,5617,4259,9033,7620,6431,14493,5102,11188,6957,13748
+,6058,4029,10971,3915,14459,9927,737,11675,727,6698,13987,14291,6023,11450,8617
+,2181,13182,7789,6171,2689,11022,10637,5205,14291,1268,4223,12136,10068,2419,2104
-,21,834,9434,12604,14012,1160,5604,3486,2668,12692,4143,14172,8314,11232,14249
+,13150,14634,1488,11290,11757,10525,10814,13131,312,11176,1632,3320,10752,12136,4108
+,4881,13693,10590,139,1566,2815,3573,6505,10666,11728,12118,13795,12663,8160,8779
-,3313,14328,10958,13010,7561,7611,8335,9919,12566,8476,14430,8478,7909,5193,9711
+,6817,8116,2183,3144,9564,10677,13590,10611,2713,3532,487,13569,6459,13924,622
+,9897,13718,4963,6037,2773,9135,2553,12718,6281,1091,6730,10722,12684,12738,11170
-,1008,9280,12587,8184,10009,4065,24,9019,7087,14094,2225,6904,9692,5668,14740
+,1599,3487,11562,4971,4366,10350,2435,7720,11219,12235,7314,11837,11308,14173,11440
+,8451,3613,6371,11545,8666,12412,6685,6141,6631,1886,2278,12401,14104,7032,6105
-,4084,13439,11069,6083,9013,5297,14402,3202,5833,13731,10867,8869,6265,5777,4155
+,11653,6621,14700,5460,6289,1741,4765,14518,13331,11432,2137,4352,10094,6587,8534
+,4093,7339,11829,12931,8952,12176,14089,8377,1340,5138,13967,2799,13588,4981,4255
-,11967,4526,9236,2707,8435,7775,6750,14292,2502,11322,9702,9203,2989,7180,13754
+,2579,10826,4775,14368,13295,4926,2669,13156,8615,14444,8895,5621,9006,5480,5209
+,2958,555,4878,12226,12574,5447,5989,686,252,9618,6076,10153,2950,4279,3746
-,7156,4205,13434,12081,8497,648,2308,10586,8630,3559,4775,8316,7842,1290,1699
+,2562,3061,5116,9710,1361,1101,779,7300,3644,13270,10446,4570,491,12014,14042
+,7580,4052,7622,652,10187,5095,8541,6495,8405,3349,14976,6985,7548,1770,7246
-,4974,11675,13779,1575,2544,4899,2500,10295,13133,13892,6506,6039,13364,7328,3507
+,9026,10003,1498,765,5630,5825,7718,7031,7257,9099,9768,11659,2380,6913,1913
+,4063,2899,6771,4626,6631,13642,11497,1330,13397,13611,12122,3722,11292,2617,7073
-,810,13996,9461,7632,9220,1340,9440,2299,4787,974,832,8679,13474,821,14184
+,5014,2063,4064,8112,1987,10521,1196,6262,3818,12543,9609,7978,6466,9685,10205
+,14480,11183,8815,10985,5873,8474,14111,2650,9531,10438,5031,13376,10596,9522,4981
-,6912,10764,6902,13821,10454,10642,9115,2491,1342,2367,9576,8796,11549,6171,12661
+,4036,11601,2620,3514,12194,7280,13955,4211,10917,10573,7633,1322,13760,11181,10900
+,9023,566,9026,5575,13000,12612,9914,13358,11184,1853,9435,3164,2599,12049,9376
-,13167,14492,3828,1311,13637,2788,9430,12827,7670,11644,10481,2005,4888,9218,8632
+,10913,10587,5826,10308,5488,10737,9243,9212,5418,3727,13572,9382,5843,10219,10042
+,2868,10705,8406,11188,13986,11733,13994,7586,3969,14346,11019,6787,10012,11391,541
-,11783,3079,2910,13191,5359,9220,10335,828,6719,4977,3745,13364,9037,11170,7930
+,12516,6264,4304,980,5353,13191,11251,5959,12933,9924,1089,3357,8563,3242,650
+,6557,5084,2018,13049,1530,11323,10552,10144,7018,11843,2172,7791,12194,6037,11238
-,5362,10768,7667,14909,8657,11329,10155,4558,12542,5136,8212,11651,13832,11380,3316
+,1953,12585,18,8277,5800,14677,14896,14624,2200,13114,6497,5156,12513,2450,8361
+,14448,5371,14325,9247,3502,4123,11394,9983,3128,2627,6760,4264,7436,382,12040
-,3759,10291,10011,4476,2824,1464,1330,2451,785,3765,469,13715,5245,13126,10203
+,8415,2608,11815,13109,14688,2582,14209,1233,5607,13567,13854,3318,4438,8826,1029
+,8911,9754,2111,6999,6279,5061,1509,10242,7324,5863,5561,6179,13723,9347,6802
-,8336,1365,11565,11017,8819,7924,12663,9077,6639,7252,7179,13942,13768,13091,12702
+,7581,1462,8490,2479,9647,9184,1023,7698,10175,8069,12280,4216,2130,2897,459
+,12336,11064,11421,8184,637,6167,1032,8206,780,8856,2333,7333,12958,165,9787
-,13150,14634,1488,11290,11757,10525,10814,13131,312,11176,1632,3320,10752,12136,4108
+,836,10561,7700,2157,11204,5109,13393,9360,5035,14450,6421,2181,8462,10437,4612
+,8876,9598,3000,14775,8477,865,4826,14725,13424,14992,1361,1023,4165,8446,7135
-,4696,7415,14605,11162,3923,2629,1393,2261,10809,11344,3767,10085,8942,13788,133
+,4839,829,5120,13349,14332,10637,7769,7288,10570,398,2569,5092,11665,3009,3758
+,4493,1961,7226,14016,426,8982,8565,6276,12567,3180,8949,3249,158,166,9989
-,1972,2965,6573,1709,2960,8254,4450,8487,1643,5269,11350,5517,8599,7199,1157
+,4358,2543,12691,10767,9613,14326,9529,5421,12870,11798,14727,3502,13182,10494,4571
+,7000,2161,6106,10736,12646,5103,11251,3340,13077,5014,3418,9639,6172,903,5494
-,14737,2257,1050,6082,14021,12328,8571,7331,6681,14924,4399,9290,1907,6727,13134
+,12648,4174,678,14617,5577,3051,7916,11033,10108,10368,8380,1790,4848,1861,6442
+,6710,9454,6694,2411,11171,8341,6289,13443,3085,4334,13009,1289,13286,157,9897
-,14448,5371,14325,9247,3502,4123,11394,9983,3128,2627,6760,4264,7436,382,12040
+,3846,2834,4500,8366,8420,12400,11942,7293,4853,6474,9122,2717,14327,8496,1661
+,3019,14220,11179,14169,7266,12325,355,3586,13991,4374,5968,12515,2391,7164,10537
-,6635,9415,12863,2065,14646,9181,8731,893,12648,7136,714,14732,1739,5612,8872
+,14998,8465,14276,10671,11423,2238,14702,521,8216,10511,8668,8565,12142,6072,651
+,14234,8913,5947,7553,9619,4371,12366,11121,2982,5429,9675,8147,601,13709,14001
-,1950,8265,2528,2552,381,7478,10712,14602,11540,5259,288,9419,94,7713,1481
+,9452,8996,14511,13946,8657,3681,1323,1206,6666,9815,3056,2340,232,13983,6243
+,7057,3193,611,11536,7170,9083,7647,3886,4236,9331,11462,9001,5083,1540,5954
-,6514,13973,9315,5343,647,14660,7150,6895,7192,14926,9950,12562,8844,8930,2665
+,7479,5917,13209,7596,6502,7175,7991,1428,10278,2991,3333,14502,640,14833,6021
+,3186,4559,9246,13775,185,12214,7810,7225,5201,3968,12978,5578,11757,5700,143
-,11339,2730,9831,5249,4896,3122,3250,5278,9516,14066,7377,1725,8325,12469,12272
+,13621,8050,11349,3157,3895,9445,9772,569,7850,2882,3111,88,14184,11205,321
+,10569,9142,8814,2662,6823,1890,1572,1152,1474,8911,14657,14539,10036,7067,4509
-,5762,9617,4469,5987,5808,5395,1974,13923,12752,7026,8115,949,13023,6939,8766
+,397,14669,8800,7747,12629,4889,12248,5412,1581,11153,4586,5585,6294,5978,7312
+,8246,3772,4699,12819,3940,7324,1037,8043,12957,13502,9322,5818,12766,12120,1626
-,11121,5822,2200,6892,123,3044,12143,5697,3303,6388,6400,636,856,5103,12735
+,12956,6109,7152,780,1828,13222,3898,14615,9437,12787,6058,10326,12428,8947,3880
+,8665,11453,5341,7152,2667,4630,13664,6170,9340,14088,11380,8465,14110,6608,7029
-,12501,2020,5835,14251,5850,399,14472,4390,5127,9012,13323,5999,4594,549,8981
+,7615,7179,12604,1367,2335,10517,13694,11626,9240,4693,2094,14198,14205,3696,10370
+,14903,8214,13658,7992,7654,1863,9990,1752,9212,13366,13246,12245,6489,2873,13233
-,2812,10517,11954,9578,4072,4827,12462,243,1947,13663,12,6705,11505,8499,1
+,5354,12053,7052,8970,6712,11712,1380,1837,13649,11511,10012,9595,2006,11663,11555
+,10167,4504,13847,966,4922,8066,3400,11933,13939,13268,8085,358,2850,6256,7664
-,12275,3918,13919,7375,4987,4346,6645,3978,8365,12382,14293,6375,12049,9762,5606
+,13135,11017,11446,10883,666,14431,2930,3728,3990,8850,2301,10022,13669,360,6467
+,7343,9952,3482,13830,13219,1713,11101,12504,13354,2618,8315,14967,13479,5400,13997
-,89,6715,9371,9414,12210,4165,8091,13692,12557,868,13930,6746,8305,10817,8449
+,4444,12612,2267,9778,1473,3,1143,13570,5929,11269,6484,3029,1363,6175,3331
+,8747,739,7183,11765,9890,1562,10725,9638,5567,12498,3861,725,10073,14038,819
-,11908,10532,7822,11247,2129,1920,9250,4715,13616,6666,13819,2579,11126,13803,10232
+,14111,7782,3451,14894,13722,13883,532,4534,9058,9931,13385,3041,13906,4089,2069
+,5358,5623,7699,14375,13423,3253,8356,11160,8269,12396,13129,14577,6378,13170,10964
-,14909,12029,1471,617,3668,13212,11612,5598,6648,5434,7643,14810,12574,13722,8976
+,10203,6202,13823,4989,5615,9574,532,11775,5497,1399,6251,5701,14545,1890,11284
+,14860,14109,13008,6769,3379,1731,7631,5019,10211,1735,8165,13780,10874,6785,5784
-,13783,3797,12985,9877,7584,3745,6124,11244,4197,2758,3630,8062,4892,12905,2769
+,14738,8142,6781,5186,1632,12960,2168,9940,10600,8002,9382,13386,12731,13441,14354
+,8457,7236,576,12691,4255,13523,52,6631,8476,262,660,13079,12180,6029,10546
-,6580,4325,11365,10359,4356,10841,705,13837,3744,1966,6178,11430,4883,3424,12089
+,14799,953,11375,2252,10719,11342,2641,5599,8257,6983,13544,2072,463,11322,4260
+,12356,5959,11651,1078,1287,5189,9870,3561,9841,12779,2062,12358,12798,13458,12247
-,4073,2582,12336,6377,13967,9545,7480,12086,6083,14684,4360,4964,193,12261,3226
+,6018,14443,5057,6531,4875,13403,6066,7224,400,7371,5172,7995,1151,14872,12384
+,7831,6023,795,11675,11129,1382,6929,2548,10303,7679,2505,13045,2669,2115,3942
-,13119,3873,9172,2118,10203,12802,4164,10029,3641,9239,13704,1868,13588,9172,3555
+,6466,2675,5501,4331,6841,10510,11217,137,13395,11371,10986,9154,10451,4042,8209
+,12293,13096,2510,14370,8252,1724,13280,13162,14042,5567,9807,8783,11914,7367,7175
-,5569,8649,7834,4371,14482,7874,12935,9592,697,9437,6455,14721,465,12466,5313
+,6334,2088,9217,213,5040,2342,4291,9694,4394,11121,2527,10988,14247,6654,4625
+,9189,10141,3265,247,590,14662,1049,9412,5962,8605,3003,13669,5054,1880,14285
-,11717,7084,12524,8931,11238,9178,9943,7754,1101,10894,8817,825,6094,3394,3955
+,8913,8800,5106,5203,12952,13746,13722,2795,2760,12043,6526,8104,2963,1165,14110
+,9613,9373,2758,6580,60,12950,10853,8828,6955,8451,13168,3441,7777,4242,4042
-,14385,5750,10423,12849,11601,6486,2377,2691,13254,9266,14963,13598,7159,14049,9615
+,10242,7604,3430,11915,8749,14498,10946,1967,3005,11172,291,13708,710,13785,13556
+,11505,301,12306,4310,3194,12222,14558,13374,3328,6547,11621,9182,14934,11700,268
-,1603,13868,3829,4138,2497,6985,14262,14959,1965,3957,8347,454,1681,7124,2720
+,2913,8894,375,6246,4054,10180,976,460,2355,1547,3810,2814,10427,13529,12059
+,788,4510,9619,6682,5390,4890,6571,6476,12398,5599,7637,4385,4936,12140,1136
-,5539,3178,11760,6119,13231,3569,13033,9804,381,8867,3330,13958,6779,432,6401
+,7994,14437,6386,10777,5506,445,1035,5282,12790,9669,13291,4684,3293,7299,11393
+,12015,3496,3478,1501,8027,9883,6620,14632,2051,14539,12481,12934,4332,3537,8247
-,7900,5041,9600,3206,9790,7567,7866,4222,3393,1105,3296,11056,6484,10026,13814
+,1462,14181,996,12487,14780,13646,6375,7111,114,4734,12811,13710,1239,9853,12754
+,14531,8292,8180,11310,12868,3515,3527,7219,4294,10400,14566,11696,14090,5818,3164
-,3379,10676,9761,14291,14409,7352,3372,4517,13663,6591,11273,13078,4129,9414,13289
+,892,5377,978,1011,7633,4574,3845,79,7,5189,2401,3635,8350,12505,5544
+,14392,12267,7733,12020,11499,10406,12439,1178,813,240,1209,4890,6716,307,2159
-,6536,5146,11748,14470,2690,6284,6965,2930,13011,12867,1400,10593,11891,2936,6194
+,2474,7778,3871,12328,2207,13325,4266,7676,4317,11687,9596,11799,5995,12237,11381
+,10630,10570,2691,2259,14660,4106,7493,14440,6117,2617,5980,2604,9546,9709,14655
-,10913,10587,5826,10308,5488,10737,9243,9212,5418,3727,13572,9382,5843,10219,10042
+,2039,3518,9835,6272,5652,1259,2638,6936,9980,13164,11392,9859,3042,2938,990
+,6756,3932,8004,812,412,2769,14084,9638,2711,9736,9859,12986,1352,8729,13535
-,6525,6343,6764,14954,2669,2072,10991,12240,7168,7439,181,14561,9024,6250,12260
+,12753,13941,6748,12913,8711,8610,7149,13012,11015,13566,11689,13555,833,6874,10483
+,9962,6300,13311,10940,3095,1672,1520,8466,3932,5868,5974,7241,8045,2054,8269
-,6853,2374,2188,9956,7239,9461,3048,13410,7696,4622,1763,4585,1669,6594,9303
+,14832,7612,8284,3834,311,1027,12546,7213,11126,14187,11255,1241,155,10022,11537
+,1793,13152,1491,14076,5565,9273,14330,11145,7086,5835,12126,10897,7900,14655,5594
-,5437,12831,6868,9206,10934,2493,5317,6773,14347,10492,11716,3086,12187,14896,12149
+,11776,11195,2185,9210,12864,8535,10235,13249,13646,6286,13503,74,7707,1598,1464
+,10131,9566,3291,3864,11621,14104,5096,2805,1709,14821,7436,10555,2023,1435,2984
-,13908,3090,9371,11590,11383,13322,7534,11720,4609,4747,2929,3442,8524,8187,9382
+,6267,9202,8493,4434,9616,8852,10396,2300,10447,14008,6430,5088,12070,13218,6866
+,3368,7209,7764,5581,14234,5145,14805,7063,13340,4166,5997,8286,3223,8159,5559
-,13249,2776,14859,6105,1072,8028,2912,3755,3020,6500,9259,10762,2343,12454,3300
+,12058,9138,703,4111,11695,13307,11079,9895,10134,13232,11883,5991,7471,6716,14282
+,3528,539,9799,10758,909,8626,5946,8843,2202,5802,14685,7054,9331,4967,4160
-,14528,88,7129,10285,5918,9024,6354,9099,2409,4728,3873,4168,2820,2667,5405
+,3454,3459,6991,6097,14316,7761,7376,10309,11643,6226,4992,8199,5459,12241,7858
+,6063,343,4542,9743,10797,3271,6957,3082,5112,10786,8346,985,10296,257,11825
-,920,3468,10809,11070,9456,9124,6862,13006,6947,6553,1010,1337,8583,12527,8281
+,10861,5915,1927,10725,5384,5277,11340,1486,3209,4583,6,3337,1228,4193,11539
+,14337,4006,6572,6887,5427,10332,5025,56,887,310,3110,6752,577,203,6870
-,7840,3192,6535,2240,12424,9730,8946,13097,9004,9110,13676,9160,14939,5131,10902
+,520,12363,13640,10779,427,2058,13467,9281,13124,5226,3929,3998,9604,98,9588
+,3042,6120,6395,9150,9769,11658,11694,1961,723,11038,10372,12895,10079,6266,12613
-,12876,1710,6167,265,7306,12646,7321,12195,14185,4062,14813,9509,14774,6567,9789
+,10621,4476,6279,5739,6290,2434,8517,10735,11084,3586,12935,6781,9249,7566,10069
+,1396,74,4410,1797,10881,2248,7184,7279,5077,134,4417,13142,10151,13969,747
-,4334,5181,6269,8051,5476,7088,2608,1650,6371,4867,1981,5794,1283,5399,13485
+,2083,3405,13133,2614,3081,12134,11964,10425,11973,5572,11004,3805,4457,14660,13661
+,1040,14166,403,10825,714,3787,1919,6330,12718,1462,12368,11068,2533,13878,1001
-,9757,8444,7392,5527,9637,13623,4941,14279,1551,11218,4624,6266,7061,9293,8067
+,7085,11478,794,8467,6205,12426,7315,12605,8260,4126,1,7198,5611,12363,3293
+,13454,7506,9681,6421,13929,2591,11741,881,11573,8450,10363,11877,8540,13803,14839
-,4292,12254,10889,9163,2211,5258,1460,14221,10305,13809,10513,12809,7898,2626,2645
+,8131,10775,9776,2043,1565,9254,7259,5343,7965,9451,8667,8170,12333,5840,14639
+,10975,11047,14270,10776,11310,10918,9335,9033,11898,14497,9705,8255,4136,5550,2548
-,6712,4310,14861,11494,1946,1963,6302,10407,4605,13178,14508,2897,12478,11243,6213
+,14265,12027,945,2021,14615,13535,9962,4828,303,4301,6147,7125,6495,687,1224
+,12027,779,3846,4074,7612,10570,12283,12454,14759,13238,11222,3504,3727,3445,13665
-,1423,9950,9715,1755,13150,6285,11951,14365,5470,9435,1223,10685,10351,1766,5363
+,118,11785,13082,4002,11737,10660,14710,12444,346,14607,3847,13670,4301,743,14994
+,14530,8539,12180,3716,14737,13916,11609,1234,2523,8281,13761,6034,6619,7498,4759
-,10354,7622,2543,11808,3239,7773,651,14967,9877,2828,9330,4488,5509,14497,3196
+,11559,4854,693,14284,10782,2227,8144,11093,14545,13528,7553,2727,10363,4265,12857
+,13076,6950,6151,8936,14812,3911,2233,3221,11098,9323,13985,8813,8959,7937,10102
-,457,9762,8021,2171,12340,7920,11604,1582,11675,6083,847,7255,390,5238,4394
+,8627,272,865,8697,11452,7727,2568,9482,6468,7383,8670,14782,6910,14262,12761
+,6329,8359,10466,84,412,5067,12379,13708,4656,12855,5866,11158,3908,14109,14665
-,2873,5980,10495,13748,9229,12832,12702,3590,6154,5308,9832,10087,12054,13539,9733
+,10124,7586,14717,4297,10523,11015,8557,5460,6781,7158,4055,9427,9194,5572,11958
+,855,897,8452,10161,1011,11768,7162,5347,4642,4495,13536,10793,13735,11591,7129
-,12482,10798,2824,1424,2328,369,13982,11207,10623,10726,9103,2864,13702,12384,4870
+,12200,1107,7872,13137,6055,7137,12333,5894,2948,4956,3237,14192,6214,7434,2795
+,2453,12729,10464,6311,1249,9494,8470,5803,12496,12479,10720,10657,2355,8428,8655
-,8451,3613,6371,11545,8666,12412,6685,6141,6631,1886,2278,12401,14104,7032,6105
+,13588,4496,9632,5103,9048,7269,12129,14084,12921,5689,254,4541,10545,2130,2494
+,11295,5535,12427,13434,14273,416,2530,3245,14305,8058,4396,5601,11626,598,3044
-,14956,7630,14392,14479,13264,14594,897,7617,709,4364,8055,14967,11552,4244,7157
+,12387,9432,11010,5580,7827,11548,1565,3961,4019,5785,8481,7668,9729,988,9989
+,2741,8947,7202,8242,11529,8571,4217,2975,1809,4746,2163,13835,140,9304,2948
-,5494,2709,6513,3348,10630,1180,2337,1376,7435,7937,1409,13996,5712,1191,1896
+,14683,11796,3330,13581,11192,11429,1991,12839,11120,620,7631,10214,13383,9222,13780
+,4066,7067,11893,23,5386,10073,3457,2695,13490,4995,10695,13119,5675,13575,14550
-,10818,6569,7113,13614,9193,14871,839,4496,5425,1110,7722,10868,8882,4189,12006
+,12662,12319,11654,10836,14699,7431,7890,3101,14435,11380,6631,8916,14257,3062,1623
+,8418,10006,11463,9498,231,1842,14946,1935,1083,7366,13566,3268,14578,3268,2040
-,13642,11161,12429,10579,5140,4193,2259,13103,6738,5218,4980,2328,3189,12373,8059
+,4134,3315,4243,9921,9657,4198,4058,7104,12,6605,14684,7075,1453,14370,13508
+,14014,223,14641,7201,32,12671,11897,2732,3189,12143,714,13161,12908,12785,12268
-,14115,12361,10693,7325,10802,5062,9457,460,11979,9977,1821,13323,3064,14887,5384
+,10579,14476,3884,11996,9540,11184,10326,12866,10533,3923,12645,2379,12153,1696,12868
+,14816,13367,14222,4852,12925,3169,5458,1569,4558,6891,10001,8840,4781,2336,3162
-,6,2913,13772,13355,4116,5634,10897,7822,12759,12426,417,11738,11024,9612,7542
+,5042,6640,10919,9835,13339,4316,14097,7211,10414,244,14734,6175,11291,6751,10729
+,9940,1962,6183,14134,6522,9600,12884,9666,7245,4769,10007,479,8953,7958,14222
-,13767,10042,14699,8692,4306,12018,11255,4458,3575,9756,1149,6053,7901,3596,12397
+,126,9973,5671,11650,2365,5499,133,1932,4686,10998,2525,10254,10523,11819,9302
+,8306,8942,1853,6972,7283,5216,10582,6046,12562,60,3010,67,2722,10494,6167
-,10718,1805,12836,1339,12137,6155,7586,11194,14587,1599,4561,12183,4260,10678,7950
+,10020,1284,7463,13382,2003,705,4753,8834,3969,12025,8194,1683,4807,2672,14089
+,4841,1859,4997,11221,9770,4480,3824,9469,12428,1453,1956,578,8253,4105,7260
-,8441,13171,12081,14062,10972,8128,9192,781,5503,11442,4399,5236,9303,13463,11069
+,1287,5935,5578,1921,13115,14108,12356,7101,1859,8538,13815,10514,6963,14530,4678
+,11790,6568,11540,7056,635,7105,12641,10726,14540,14579,11210,11911,10015,13891,2771
-,4557,11357,10437,12231,8171,8716,14102,11353,6337,3640,6647,5496,13882,10150,3525
+,978,8503,4590,8098,735,6971,12224,969,11004,1848,14512,8287,1584,4944,9004
+,14542,10607,7461,7445,2032,4683,2530,1733,6281,5653,5364,8599,8358,10329,11370
-,1191,10507,698,3683,6632,5582,3081,12446,13625,8756,9774,1171,3731,12598,12826
+,1093,6785,422,2800,1884,2573,10863,3801,13731,13082,7318,13419,7542,13711,1764
+,2302,12707,22,11249,1300,9583,9078,12472,6596,12416,11783,11895,1285,5651,3972
-,291,5845,8634,3596,11200,6909,3305,1645,12816,9552,12005,373,14062,14786,1861
+,5659,13128,3280,7482,1503,13733,11972,13754,10284,3392,5531,1221,14029,2095,8710
+,10089,8917,10604,12837,3599,11202,1119,14315,26,7419,8378,4714,2414,8854,13841
-,3342,807,3960,3584,13484,12729,14295,9390,10703,9257,10090,6835,12275,13009,14488
+,4703,6576,14511,5677,14558,12187,4587,8143,6703,5423,3821,13895,667,6526,2104
+,12092,10758,9094,9022,12148,11593,12226,2206,12942,8370,14413,2363,2784,10139,11058
-,13851,4540,12704,9289,12543,13661,2224,11639,2343,13425,14691,234,155,4933,10323
+,8474,14903,11369,11772,3192,13794,13297,7229,14611,5724,5425,4534,7751,11889,12979
+,14259,14251,950,2689,12785,1338,1496,10248,9107,11247,11129,12817,10600,12075,5836
-,2165,9188,7404,8643,4379,3589,5495,13200,1099,5814,3379,8421,13234,4151,9116
+,2425,9252,14870,227,7720,2947,2681,5264,11678,186,8033,4467,10262,4873,4024
+,1500,8802,3790,7838,11618,4938,11286,5315,7899,13372,12438,4320,8630,2651,11034
-,10895,7582,4804,12282,8145,3462,10485,6601,14033,14985,6378,2130,2138,3836,4645
+,1693,1671,3383,3399,14508,9023,10674,8625,9774,14874,5393,13604,5483,11828,5198
+,908,11345,1515,5773,5354,263,13758,120,10920,10875,11339,9220,10041,11440,3980
-,4324,5883,11434,13645,10642,172,7079,7228,3501,12753,2196,7583,11993,9511,6720
+,2123,1195,4885,14959,13257,858,5195,7200,2339,13781,9676,6638,5571,11526,13481
+,6060,450,3195,6097,10202,716,430,1611,8802,3300,12686,910,8904,14444,5917
-,12356,5959,11651,1078,1287,5189,9870,3561,9841,12779,2062,12358,12798,13458,12247
+,7699,11154,10522,5625,9270,3861,9133,5596,10084,13829,12477,12972,14217,211,1000
+,6717,7228,9377,466,7081,4890,7676,14571,4184,6973,14807,9178,10121,12819,12664
-,2436,11533,14837,1641,7010,13618,8999,11057,3235,3936,477,13462,12742,1777,4846
+,4447,4683,14225,8179,11742,4575,1445,14259,4708,3637,9428,452,3426,6382,13123
+,820,2658,2421,7567,13347,2124,5804,6495,1349,12986,5808,2523,3450,2675,9263
-,587,8754,13905,3609,7750,6473,12330,13737,5726,9092,8785,2229,5119,8793,621
+,12249,4918,3385,12986,13395,14731,5832,11735,2937,2491,7876,10383,718,12530,14230
+,163,6472,9091,8219,7896,374,1855,2697,2483,4597,5182,2828,10863,2796,967
-,14238,7941,2396,6042,14125,3162,4401,240,8999,9727,7088,3550,11772,354,3632
+,6364,9472,3602,211,1703,5563,5030,8552,4828,13196,3432,2956,12327,3501,2152
+,7543,5119,9370,9551,5594,11577,10535,12244,9627,2941,1053,14257,14377,10584,11616
-,11961,188,5408,11565,14405,9973,12558,10117,2474,10424,11095,12568,7355,10713,1390
+,4832,4216,10507,6138,7791,10387,1265,3684,965,6108,13712,7262,4263,8680,2001
+,124,5277,5729,3858,13302,11264,4183,13368,61,5589,11367,1388,12898,5119,3895
-,9474,9291,984,9502,2501,4458,1721,8263,7918,6644,56,13279,10009,6863,3065
+,14770,1538,3603,4867,6672,3889,9679,12593,14725,681,9000,256,9880,10234,14336
+,14616,13492,357,1709,1029,8503,9488,9992,114,1844,11620,3100,1238,3637,8204
-,13602,11830,6962,8111,10404,7191,6143,8528,1493,7193,5264,2040,9269,12145,3592
+,6657,4211,11040,9174,9497,14603,7388,3532,220,7358,4297,2547,2865,14683,11476
+,666,2935,7697,12371,7797,14327,8319,10553,10081,3982,14995,10095,10742,14617,13729
-,12949,4727,8306,1430,2209,10956,7996,2380,8922,8144,12080,4166,2731,7158,7041
+,724,3059,12231,4650,4780,12805,13705,10660,3440,10922,4941,13429,14338,2639,1501
+,12737,4434,8307,8699,8281,6485,10165,14117,3339,8822,13152,4024,8802,6507,11282
-,4601,8154,12453,2029,263,30,13558,14704,6332,14695,14601,2576,3710,14603,4643
+,1335,14580,8752,7513,566,9332,7294,7795,9360,5137,3522,12955,3709,3851,12996
+,6777,1320,14892,714,11196,4240,14384,7825,14047,10151,10059,4205,10529,10793,11391
-,13898,9450,12671,10780,13901,11176,4888,2440,5346,9751,12642,1185,12121,7197,3177
+,14646,13673,8648,7464,2251,14686,14396,3737,12146,13921,12711,8155,1225,5250,1510
+,14382,12835,14693,11561,10855,418,3182,119,9304,2227,9803,10801,6537,8296,11620
-,13089,2391,7048,1316,3060,4835,345,541,14334,4601,5558,12085,7598,12035,9500
+,7556,14869,11434,2313,1266,12659,13284,3857,6604,9694,1623,9010,7451,2466,6638
+,14080,77,6793,726,5414,14512,13399,13740,13278,11180,6083,3444,3891,7853,1366
-,2617,3345,5906,989,1250,12034,7310,10101,2384,3852,11334,12387,13186,14279,5635
+,3446,10216,11758,3085,4941,1426,8898,12746,9921,4833,14212,13440,7286,12483,5833
+,3158,7255,3975,6472,10419,3939,9836,11946,9079,11728,9620,8784,5994,4401,3790
-,12957,14730,1438,11719,5103,5155,982,6930,2023,7290,4721,7459,14408,13277,10408
+,10076,3466,10258,4517,5288,1593,6707,10486,1553,836,7828,8550,12001,14269,8047
+,9427,6230,11709,11879,1964,12732,9306,12078,10705,12400,9847,13411,10903,7071,13786
-,6523,1682,11744,13592,9116,12878,7640,6195,11130,1673,161,5514,4338,3990,129
+,14575,8011,188,12572,4460,8920,8158,12425,2939,11062,9172,9043,13062,14858,12280
+,2445,6428,4943,6351,13351,5582,6683,3176,13972,6114,1961,632,4589,13212,3213
-,9535,4468,7112,9183,8201,13257,9579,9375,2852,14906,2226,13345,9557,9571,870
+,8,10903,11543,7878,8619,12526,6813,1545,8565,7362,3961,5795,13492,1135,3506
+,4977,1099,3830,7235,9230,2308,4826,10950,8053,2860,4214,4114,7394,2348,2680
-,4775,5628,4248,12719,8983,3236,10722,47,1335,13684,9775,3634,1644,10058,5469
+,3166,13947,7494,4171,14044,690,5262,4805,7533,7765,9871,6280,11632,13694,2656
