OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,9100,4949,7982,12155,14458,8157,11848,2342,6629,3066,8216,10704,5943,13020,14519
+,8285,3981,9085,8357,6224,13848,13116,5615,10404,4027,6331,9822,10250,7652,11535
-,4486,8966,10168,9805,12320,3555,12539,3647,12621,4791,7891,7499,13314,8845,11276
+,255,5317,839,2573,5036,1003,3784,10021,5385,9642,2349,8764,3596,12645,3528
+,9296,7490,9248,10251,9168,6639,6395,7032,12417,11726,5196,4406,4558,12901,10586
+,8743,13813,8464,473,13525,5713,3125,4258,2626,4663,4217,10369,10313,10859,10981
-,5727,3992,7440,10081,5938,5027,11672,5937,621,11851,37,9779,9761,4775,494
+,166,7791,7091,7138,11802,11264,3203,442,7607,6191,5505,11512,8483,5660,5742
+,1443,8853,3519,728,886,8250,6669,12074,6744,12968,5035,3888,3773,12692,1404
+,6879,2419,5625,7933,12832,9356,5352,7497,11543,2991,3941,10865,509,11352,8940
-,13990,13413,3375,2941,13250,10185,2564,2518,6133,8784,10417,9258,14975,9843,9613
+,11467,3734,4725,8375,3058,5170,10878,10406,13588,2446,960,7965,6399,6949,10738
+,14965,13634,7996,1792,4065,12866,14707,14242,9338,14045,9783,2850,7650,906,1054
+,13881,11823,14916,4827,4909,2728,8397,7969,13246,1889,14669,7353,1595,11016,1684
-,4535,10027,1629,2101,14278,8311,12941,12658,517,12422,1733,11536,1969,6737,14660
+,10147,503,4965,863,11999,5961,355,13932,14921,6591,9365,13825,12977,9150,5613
+,11401,3368,11767,12009,14657,716,5712,8641,7984,3801,9172,4928,665,9443,3450
+,61,12799,945,9965,14249,7330,6493,11709,11355,11528,1780,3708,12254,10253,2218
-,12594,10050,10371,12409,8007,444,9092,7889,8744,7178,2126,6324,11175,7472,8912
+,11255,6431,4176,7622,5074,1063,6301,13714,12684,12290,13521,11320,303,3408,14231
+,2675,1036,5639,11856,13885,5838,6666,5505,11306,4897,1329,12428,4501,1796,9905
+,5155,8897,1541,10912,10646,2680,8912,711,3263,8679,9496,10892,7551,13289,1293
-,11187,6766,13422,4422,634,8976,14430,8746,7561,8866,7498,13022,6846,3307,2047
+,4015,8845,2568,4646,2554,886,980,12341,7183,631,3992,413,207,11957,6011
+,1397,2214,4857,4300,11467,11232,13019,14604,5774,930,3472,64,12829,6328,10509
+,1411,12990,2349,9488,7430,13328,1797,10342,7276,14170,7610,12256,13621,11249,8976
-,9109,187,12840,276,4919,12809,6037,13493,7412,7407,5628,3610,1699,3614,9616
+,10104,5028,6678,2459,4570,7344,11684,2417,11936,13591,10573,7176,4890,10962,5321
+,3822,8633,8096,6272,4800,7057,2027,13494,6109,4287,8195,10557,13778,14599,7657
+,14114,266,7701,14253,11535,4123,5579,7880,5891,2063,5764,13038,10490,13777,8504
-,6983,1770,2241,13393,2416,870,13404,6424,14397,13326,11908,4161,8193,4225,14278
+,3329,3501,269,13714,8909,1754,6734,12005,7702,11860,14036,13802,13322,7358,9905
+,4706,3211,5009,12106,953,12521,9830,11962,10425,1906,1532,9493,8791,11665,11901
+,339,1403,1309,3785,4425,837,4184,14545,14725,510,12579,657,7166,4705,2584
-,12283,4382,4339,6147,14234,11745,2064,7627,2656,5950,10668,5635,11524,14167,12035
+,10460,13706,14791,4191,11764,8179,2267,6760,742,2679,970,11262,7864,8216,2251
+,12458,12316,11764,7065,1557,7731,4554,6891,8690,2617,9567,14638,5492,11101,2945
+,11137,8673,3615,3603,14760,6154,479,11150,6612,3060,3995,4623,4884,675,5415
-,6232,8077,10974,11237,1606,7194,14920,4703,8243,4056,6643,2874,8878,12054,12746
+,2767,10674,12785,5859,99,5189,4896,9732,3634,14857,6913,13564,10687,8026,9404
+,8226,14011,3423,5383,12796,5982,9611,1814,13495,5560,473,9316,6961,6415,7189
+,5290,1554,2354,2788,4984,3490,643,5646,8237,13403,12732,6992,10377,1685,9744
-,2392,7423,5619,3284,22,413,8174,6994,9276,1648,4683,8076,5135,13962,12275
+,14492,13395,3891,7589,3746,1924,10002,14365,3559,6502,13829,3536,1537,3290,12310
+,717,10418,3377,3411,9235,7913,1165,14121,14297,13195,13526,14251,3090,11191,14818
+,14916,13301,14242,9210,14043,1326,3093,2365,12121,5476,7239,3862,10196,701,7784
-,12582,12296,14120,10952,6699,4970,14952,6459,13959,1882,1624,4656,8639,3962,10307
+,8112,10790,7366,2485,4942,14730,225,12231,8175,8213,941,11100,12298,13838,2545
+,11855,6097,14177,8345,11434,1285,8740,2859,9993,12972,3568,8618,5221,12684,3696
+,1820,1815,5984,4562,12885,3639,13283,13288,10096,6032,12389,9678,3314,9426,13161
-,13200,11623,14226,9618,10161,8459,13924,14450,12614,3815,333,9820,10749,1424,13716
+,5659,12514,7911,3682,1357,73,2023,6064,7377,11195,7959,14568,864,7168,2870
+,5517,11324,10579,2845,4823,3198,650,5086,2329,5398,532,7555,8673,12478,5692
+,3985,6377,3796,5132,4722,2415,1097,4685,10467,10795,5224,14007,2338,1382,5871
-,8372,12913,3244,2562,11413,209,14755,14172,14255,10919,391,1054,3148,11678,9195
+,8750,1105,7651,5348,8897,10305,13006,7956,7139,8904,5392,611,985,9575,10857
+,2918,1969,6468,4635,7072,13759,815,7781,8263,9853,1032,2745,5502,14007,14166
+,5803,7542,4350,8185,8600,8716,1294,4123,4583,2771,8058,5589,12667,13367,3621
-,14817,11876,6550,11558,13734,9,94,8337,7996,3607,4733,2628,3254,3805,134
+,185,4386,4581,12183,2645,1459,12876,9771,4779,4709,1628,5270,4185,10425,4479
+,5641,820,8616,2132,11360,2676,12667,12701,1096,4175,2693,8498,11261,10089,13266
+,14008,8543,11194,2357,2692,5714,14879,13486,2314,11533,9109,5700,2983,8587,5888
-,10659,271,8290,12177,6855,478,12205,12492,3185,8799,248,4227,11544,9088,2279
+,7388,12649,9341,4718,3137,1172,2648,6695,1210,4191,14930,4359,4017,12795,757
+,11163,3296,5339,9323,1650,13012,3223,13972,6316,7911,9345,6104,3257,3324,7464
+,6220,5299,1146,8896,1145,4105,2475,12012,13432,10169,1661,509,6346,4445,12204
-,5793,2857,3756,11615,11344,9092,1621,14679,10176,9640,12742,10875,13353,4614,1265
+,6080,2315,13467,7742,9320,1958,6357,11021,8283,11763,7779,2471,10024,9493,1129
+,7354,11336,10868,9756,8090,9773,24,12772,14440,13032,3845,6163,11694,14030,9328
+,2713,2220,928,10990,332,12318,5013,7167,4110,13662,2937,1804,6783,10216,1690
-,5067,194,4547,1707,6918,7384,9452,8618,3759,13662,832,863,3616,4920,1429
+,2109,12594,3955,2914,13088,5498,3289,13094,2346,4857,9522,11634,2344,7534,10923
+,9874,11856,6582,7489,14077,13260,10828,11079,8245,3497,3941,9205,14772,8043,5609
+,2921,13521,7763,5691,2737,6830,6249,4618,334,4328,6876,1389,1735,41,446
-,2218,4775,16,5896,5628,13527,5448,14773,5231,6285,5855,1410,12594,245,8660
+,10869,3505,14709,3856,14993,14763,3619,7136,827,10810,14894,4205,14009,871,12811
+,7452,7354,13453,14886,2066,4283,10050,5211,5509,7519,14361,1590,12078,5710,5210
+,6765,9223,10149,9170,12910,12363,7041,11944,2213,10701,9047,9167,13495,4281,11513
-,2900,4198,2321,3850,4993,7446,11035,1426,12290,8441,7616,6036,3048,7670,9594
+,1007,10054,13679,13667,14802,12585,2952,10738,13466,4298,1639,2121,9929,13880,2720
+,7705,10558,8570,4044,1816,391,2398,5728,8668,12306,3479,14050,5474,8482,6045
+,13108,2495,10718,7021,4998,10737,13111,14330,11366,4408,6144,10175,2493,8442,12890
-,11696,7341,7367,9910,14502,685,10712,12049,3736,575,11969,14680,5661,4226,206
+,8178,13311,88,2980,1856,13480,5886,1042,5023,7785,7696,8103,5929,9081,9070
+,12608,12032,7088,7253,1999,8071,3072,6560,10549,13811,4633,11984,10749,11452,14366
+,8840,36,5068,5222,7580,3872,3790,10459,3685,9580,3335,1174,12573,3882,14544
-,10324,12004,12651,8241,11480,2225,13068,11175,1333,4636,12506,7855,12536,1658,1443
+,5667,2911,2276,9474,13652,12244,13546,2086,7644,10029,7875,3970,479,11414,12789
+,259,9620,1717,8346,9911,2579,8662,9698,6056,9743,1090,10594,658,10089,12813
+,3233,11421,6058,13575,5057,7362,13363,6297,11536,8758,13507,7276,2405,7570,10613
-,4822,2471,10901,12103,8226,952,12995,2496,14206,8263,6613,9126,6633,8202,595
+,4001,6850,9938,4738,14767,11761,7034,11794,5816,11693,148,12939,8174,1950,14842
+,10209,696,10523,10833,2474,4838,12418,1832,10191,4577,7941,7360,6480,13970,10964
+,7298,3572,12722,12373,27,353,2582,8563,2274,5977,14087,13961,3675,2554,11136
-,11742,10827,2719,13108,4790,8916,10081,1884,8794,12360,11821,2014,12676,8515,1921
+,4710,6860,1801,5390,5340,6410,153,8280,6910,1186,9260,12214,7254,1113,14071
+,6025,12571,13674,14999,3631,2424,9005,14473,6519,7926,12274,13778,11575,4820,4840
+,8317,12945,5514,13164,287,4178,4324,10679,8264,4349,9241,10320,9287,11485,7341
-,4951,4168,10310,608,9641,3312,5925,5264,11593,13724,10238,517,9666,8072,13307
+,5013,11517,9199,7198,1755,4147,14892,13510,4532,9535,12463,988,10708,7121,12018
+,13383,2360,9020,4749,2582,11963,8028,7677,13058,6672,2153,6577,3202,1718,2914
+,8987,10882,934,711,10278,1585,10500,12118,14445,685,13970,485,8626,7914,3131
-,12541,3075,1572,4834,1753,10490,14007,8435,5052,6907,11198,5000,4506,14029,9730
+,5306,8725,10206,12693,5693,6437,6244,12644,8329,5396,7758,11044,5683,10378,12460
+,9631,8539,12456,8547,9637,5130,5978,6305,14991,8029,12396,3219,9235,11704,272
+,8803,3014,7872,6012,4274,6373,12641,13078,1404,1760,6019,11647,5539,3575,737
-,5930,655,10491,4096,286,6819,11466,13423,10586,14874,14403,12389,5818,6076,4398
+,3776,6300,10261,11170,4892,5755,11432,12515,12131,6569,6347,13458,12244,5947,6085
+,5180,9630,3768,7010,11529,3628,5288,14992,6412,10977,201,462,616,9656,6854
+,6228,9179,600,4848,8651,7237,5161,4176,3580,1453,8491,10479,12497,5017,11706
-,12195,13818,10968,8879,6904,13173,14409,13796,6573,6310,5634,9133,5476,11486,1401
+,5856,10476,1851,5227,776,3190,460,1791,10005,1654,14130,11369,4254,7565,11884
+,7582,7724,11013,9180,9944,14677,320,8219,12688,1264,7936,6388,7935,7498,4230
+,2410,11663,12698,1525,14747,8766,14137,11492,13262,9917,8495,4564,4205,4823,2530
-,9947,1439,8527,943,1275,605,9780,11967,12910,13824,8041,5837,3772,4096,10138
+,11523,3505,2517,10423,13901,8910,14580,2847,2392,4201,1332,4675,13334,5811,5272
+,1027,6735,14952,4213,478,1748,14711,1146,6940,10597,3131,3171,7755,12747,11109
+,10655,7970,5167,9861,4491,11644,10617,11286,1997,2104,7765,8128,12886,3241,7266
-,14727,12369,274,11631,14511,14375,1409,6334,10061,12483,12084,8201,1084,11776,10821
+,14530,11026,12468,5386,6022,2829,6601,7830,12585,5157,7655,7031,9035,3187,11902
+,10551,6507,11007,8445,1393,113,10903,1517,2067,291,4845,4112,12853,6045,3990
+,10009,4768,2231,92,3092,124,8237,11519,5473,511,6801,1158,255,10736,3214
-,12190,13972,6324,3286,13341,13872,6354,7869,7474,13145,7072,6500,3567,1551,981
+,10503,3162,7161,3433,3281,14418,6156,14702,546,8775,14843,8453,3974,46,14170
+,1690,10841,8958,9846,6997,5313,7787,10864,5008,13514,5237,72,14419,11825,9121
+,13055,921,6171,1044,11838,2487,11603,5540,14061,2318,5646,4103,9535,6632,11263
-,8327,14193,3352,9234,4721,3182,12641,13095,8326,10067,10180,3105,4826,2212,953
+,5400,2142,7837,804,4444,9827,12892,14096,11150,5911,6697,1365,14057,1291,3461
+,5355,392,9040,11650,4202,8219,2787,1813,623,14195,5404,2171,12904,11328,14048
+,8505,14191,1628,347,2501,12156,3665,3578,10495,13302,10594,12424,1037,3186,4408
-,11433,7717,3987,7194,2609,12422,1974,5446,12882,10861,9911,130,13014,8620,13953
+,12436,6735,2569,14722,11949,2593,11748,312,14179,14284,11897,371,13836,3833,1945
+,1410,2124,2904,1970,12530,4237,2610,4228,9927,7542,713,12549,12512,9087,384
+,4629,8964,2484,9346,3951,967,14105,4579,2459,4242,14724,13731,7704,14954,531
-,3329,3501,269,13714,8909,1754,6734,12005,7702,11860,14036,13802,13322,7358,9905
+,2787,10734,11189,5306,628,5664,11256,6660,7848,5192,13502,14336,13983,97,1964
+,1449,10706,1119,4587,11616,4632,6497,4698,14828,10437,6625,3142,8404,12410,1499
+,5836,12259,2196,72,3252,13655,6041,11340,5760,2543,4387,12938,727,6446,14796
-,5488,3950,8312,11158,10036,5672,4618,11872,13363,14067,8899,14714,12441,1872,11376
+,10652,6058,14077,328,3174,1996,652,11819,12270,14220,9119,6819,7773,337,953
+,14774,12635,8830,10392,5837,10131,7282,4793,12287,1162,1277,4995,9932,4172,1648
+,4737,1413,5547,7446,11329,3751,10234,6118,10565,10419,368,7467,1734,9474,8284
-,6641,8536,6934,7523,7536,9310,6953,2545,10955,12225,38,1296,7701,9477,7244
+,3139,5319,1358,8763,14178,2675,13306,5558,5460,6487,12480,1202,6134,3457,3237
+,5564,12865,7644,3305,1660,4122,5490,7618,9345,11335,5127,6173,10141,10196,11208
+,11174,12791,387,13398,12204,4585,6378,4710,10775,8836,3124,7635,13879,14095,14624
-,4783,11966,8015,14638,9059,8789,2542,5888,4505,4385,11900,9895,6413,4826,1771
+,5325,11128,11328,5069,9133,11743,13518,9916,1119,4889,10791,2897,4142,14227,14257
+,13442,5379,6196,11999,6298,6006,11595,3506,1015,1736,4912,5576,9963,198,5905
+,579,5856,13508,3636,3956,2560,14344,12120,13457,3974,12351,4719,1026,5719,11241
-,8627,7727,11037,5890,13656,1935,14560,4811,1631,829,9686,1866,8446,7747,5333
+,3851,1494,5007,1779,296,2483,12791,14301,10532,3487,8282,180,9067,5986,953
+,14983,6249,2581,8130,10196,2082,6889,14727,3406,8858,10760,6372,4393,1113,4952
+,2094,2156,5863,13226,1366,4434,13419,2794,246,6013,821,6692,14869,13262,2794
-,5462,11121,10698,236,11934,2157,6978,13230,12979,11404,3524,14418,8501,12144,9151
+,10451,1591,6807,4140,14942,13274,7444,7689,10707,6893,4228,4953,14246,11045,1923
+,4797,8614,7641,12200,11832,14038,11624,8609,645,9536,14689,11765,8170,4095,8996
+,1781,782,7519,11281,7792,11303,972,2089,13485,3968,4395,12805,12985,152,2726
-,4427,10681,12596,4746,13870,8001,5697,10692,7726,2561,2257,580,10736,728,10926
+,7898,13492,399,4147,6604,7236,11899,9738,10655,9689,13757,3069,9014,12364,10096
+,3978,12722,7418,11590,1863,9324,3287,10131,924,4572,9250,2080,12835,4799,9541
+,13772,2493,3608,14212,11415,12444,12360,1614,1710,9908,13513,3754,3035,5684,14286
-,967,1505,9458,10441,1196,10954,5664,5151,6302,11795,13445,1855,11136,6585,5602
+,2021,11105,12969,13195,4455,3343,13285,1857,10811,10890,2986,14856,13678,8453,2381
+,14921,11808,14870,12954,3967,4246,7196,10986,9599,14385,10005,1575,10083,9491,11263
+,12710,4093,10793,5497,4752,1213,13277,12692,1444,8320,1486,9942,5949,12269,7010
-,782,8625,9291,9922,5280,8302,9095,7267,5234,5162,5817,10077,16,5513,9987
+,8489,854,9951,9685,11414,4779,4341,2604,10523,5727,7888,5667,9687,323,5580
+,12349,9847,13584,6895,14223,2714,6627,280,5283,4369,1313,11455,13891,5237,8117
+,2720,11688,11043,1790,11335,2366,14920,14102,533,5492,9360,5640,10446,11165,1013
-,308,1249,6386,9909,3314,13025,10877,5189,6788,9903,5540,3031,9627,2981,14104
+,7877,309,11362,8195,13160,5032,13146,3173,10456,11863,10293,1538,10121,3696,13191
+,12415,10654,8756,6842,496,1093,8167,8810,6829,6562,10951,8523,11334,8460,1691
+,720,392,2775,13783,2649,5138,9037,3311,6867,4339,10756,2718,201,13944,10228
-,9501,10006,9666,6289,14347,3529,721,3031,2895,779,7194,11694,14671,6378,11534
+,2389,11697,1322,3411,2033,10038,14580,10851,1003,7603,5767,11626,10074,13941,13128
+,13865,11582,9197,2365,12102,1316,7336,13150,8919,10872,12060,2491,6176,256,10300
+,10729,3839,13368,10320,5761,9339,4882,11229,7991,12512,8063,5000,14508,6617,11395
-,10662,12943,7846,5153,1663,2016,4536,14156,5746,707,11101,12169,14547,9554,7883
+,12644,13508,11043,14929,8256,13433,7827,1097,12510,10527,3554,8069,14163,14519,9685
+,14685,10087,10828,1809,385,8338,3089,0,6531,11411,6703,12370,12800,9519,5039
+,7632,13983,1147,154,4919,2165,13681,7890,14068,12350,7806,4352,13482,13011,8453
-,4080,10810,14156,5982,340,9262,5244,13276,6171,4998,2629,2206,376,1136,9716
+,9066,12390,1092,13674,415,14549,12369,8564,13706,9768,4517,7965,10689,3290,1817
+,11813,12870,13462,9571,4807,6553,9516,10629,14489,2437,6203,809,2470,10093,12817
+,3375,12468,3986,208,4965,1666,8424,3644,8877,4894,4197,3809,13989,14651,10444
-,7665,9529,5415,1003,1204,2252,2425,11306,12765,9897,10489,6030,4538,1500,7460
+,7930,13816,8139,12334,8073,251,8821,11207,4957,5815,10389,12166,7520,886,14876
+,11491,7444,14500,5956,7004,2945,1778,5514,14932,625,10458,7113,3911,1597,9799
+,7275,5004,12767,13425,373,2889,12826,9416,14436,14322,12359,8850,9249,353,11948
-,11872,12160,19,8085,14724,9918,6549,1438,2226,163,11599,1013,499,13247,14418
+,11010,3934,3520,4846,9343,3195,14162,7805,6362,4309,2365,2835,3568,3028,10934
+,3214,11178,5659,3725,2448,8853,3705,12590,7513,8355,7893,683,7749,7292,3757
+,7521,10009,8259,14846,5435,5800,8730,11486,5495,12809,9750,7650,10996,4558,13771
-,6903,2981,238,12175,12069,11740,6380,4321,9407,14089,5413,398,5814,14234,745
+,1167,121,4333,13116,3052,3388,631,2414,13874,9199,2136,5057,492,6665,3311
+,6563,4286,4696,14744,9875,2584,6030,6859,9279,10953,1208,13815,4838,76,1328
+,2442,897,5464,12237,13272,10634,12869,8903,12526,12935,11700,9252,781,7120,5539
-,8192,2506,7029,7677,668,3019,11647,6068,6519,2490,6302,8053,7355,8288,11405
+,7570,8094,6447,1768,12810,9132,8703,7416,62,1375,7273,3470,14321,11602,13605
+,7919,4018,10247,10724,551,1694,14668,4885,12187,1139,10410,80,12153,11244,11854
+,1762,10085,8937,12131,2786,5353,1756,12354,3827,4921,6515,8927,10853,7025,4037
-,13660,14879,10485,5465,1838,11874,8771,4587,14080,10879,11938,7189,137,7003,13965
+,10905,6756,2311,2027,12306,7707,3900,9639,781,2230,7648,7792,12895,8730,11860
+,8490,4067,10290,13930,5616,2684,14132,1688,1983,9043,2484,10702,4041,3988,4052
+,13581,13905,2548,6119,7645,5400,4281,6361,6044,3871,8573,2966,9978,3740,5774
-,7210,3136,5858,5601,9091,1571,4812,4980,13681,14677,7889,4668,8307,8882,6902
+,5597,1530,9252,11349,13102,5982,14489,9876,9330,8359,7274,2901,5549,9714,9350
+,9751,14469,9089,6154,14996,7737,6379,9387,14858,6181,783,14865,10593,12788,8032
+,1952,4088,5565,5591,13548,7183,13012,6414,10839,13530,11865,3334,9964,3740,11334
-,11592,1662,296,9956,2849,14235,5542,6623,1604,4097,10281,2998,4137,10793,9603
+,5498,13009,1862,1386,1828,4161,2380,13386,10076,566,9798,5194,4597,13439,11831
+,8596,7884,538,3317,2438,2036,7831,4914,1660,9184,14750,8197,6262,10491,2914
+,598,5574,3371,11054,1895,14343,9888,13111,12569,11460,8936,11311,11099,10181,8025
-,9312,8479,3841,8956,10425,13746,12247,13293,984,10351,3157,2285,11966,10043,4136
+,12727,6402,13135,9800,3455,11666,7541,12911,9218,14265,13771,9849,6099,4912,11996
+,11235,8602,3239,6628,3766,13507,9492,8480,9100,6045,2284,5040,4024,5086,14937
+,10980,12860,9660,1019,2670,12460,218,14004,2175,5907,5743,14771,1088,11624,5400
-,2817,12414,1655,3468,14802,10454,5775,11213,1641,7376,7124,7498,10356,416,12113
+,6825,5132,6102,456,4029,13064,1499,13890,8586,12942,11055,11513,6011,9552,9780
+,3046,1574,9804,959,6001,14508,4956,2438,9494,8471,137,13669,8952,13015,1505
+,1226,6213,12334,7970,10869,13005,10747,5480,5664,8439,4737,11299,1488,13083,7947
-,3149,6750,7287,4672,1730,1858,7791,9079,4392,8015,3427,7428,10966,9131,4028
+,4067,13645,8323,1334,9775,14666,11124,6993,274,14761,3348,9534,11471,973,6055
+,8098,13659,4258,4029,9794,10058,9496,5090,8987,10809,3623,5869,12142,14646,9950
+,7345,4346,10855,5492,5790,2350,2435,9978,5812,9800,11055,6211,11409,8331,12126
-,974,975,4059,13736,1381,6907,6782,13270,6590,8323,5331,8408,6200,6260,6307
+,10026,4071,9462,1669,6441,1240,5466,1394,11648,8661,11077,6616,5833,11303,4277
+,10251,5011,10213,358,4836,12504,2338,8195,7548,4842,6120,3944,8661,4061,9263
+,1594,3611,5898,7007,3306,12979,8084,13008,1132,1767,2137,14073,3719,14711,2628
-,6389,8293,194,7989,10592,14398,7784,4910,6508,13656,12576,7507,7352,26,1816
+,6115,12121,10001,5112,4911,11614,13807,6384,1633,10627,6630,2977,104,8437,9662
+,5183,5628,2280,7666,8547,9083,14741,6901,2062,7165,4793,12624,13554,1669,4051
+,2254,6760,3762,9595,2393,13004,11781,14443,3389,11693,3366,14075,13613,2750,2202
-,9226,11728,5403,10027,1765,10279,3663,6678,6966,2861,6110,7260,5275,4368,5017
+,11847,13540,6302,7470,4474,3965,572,7376,8402,9815,1974,5530,10374,1123,6808
+,11678,11680,7583,772,11050,505,11726,7092,14235,10505,1422,12638,6460,5010,7406
+,8114,10374,2478,7193,8796,10098,3100,9276,12351,2756,5507,14631,14045,14725,1930
-,12505,4684,8647,2380,8800,1681,6783,11726,3490,9377,3011,2853,11231,14251,9080
+,5351,8511,11500,1078,1402,10588,13981,13406,6753,12591,10683,5145,11313,7359,3092
+,3612,5490,14932,3426,11808,2730,4701,6374,7686,4793,8763,9373,9575,2348,9853
+,8153,3642,7628,13366,4027,9872,14448,13542,8771,8404,3620,4630,11168,12179,11884
-,13979,3863,1727,1550,3583,10118,14863,5674,3263,14077,9577,11339,14917,14673,14056
+,6163,10608,14562,7602,5374,6640,47,5987,13941,299,6394,4150,1323,5270,5130
+,10103,12075,13891,7977,1707,6822,14660,12411,11123,1544,999,5693,461,9804,4557
+,8189,2015,373,9367,4247,13324,2470,2275,5871,3781,13896,13709,8067,13521,4393
-,4729,1971,3535,11234,13935,11358,13080,12252,1945,4146,14302,13490,7233,4321,6615
+,1811,7986,1512,14885,6541,2608,4244,11538,14093,12808,4371,3988,14334,779,4044
+,14647,1821,4487,9458,13751,13639,8607,5571,2459,2141,13084,1672,13584,1493,12052
+,12974,6852,6070,6087,12754,7768,8286,2889,4736,4711,1146,5927,3871,8945,7361
-,9706,9421,7941,9576,14434,5887,541,4126,10826,6483,5471,992,8897,14437,12724
+,13184,1473,326,7841,6109,4688,12769,9848,3881,11572,7778,14581,13268,7685,1108
+,13124,8469,6144,5034,5239,5872,8157,4918,1311,4766,9803,2359,3110,10976,3969
+,1579,2580,11989,8788,5781,10817,10754,5565,13944,3642,6216,4607,6012,433,5581
-,4290,9893,14875,6301,2155,5569,5874,193,10256,12591,12683,3665,7981,11646,14099
+,8373,11436,10863,10472,8940,11367,13276,12168,6386,2529,7159,707,6370,12781,4343
+,488,14078,7124,14618,6718,11724,4240,11211,6537,7109,5198,2837,13870,4260,4978
+,10157,5119,13800,3725,13796,7870,965,9309,13071,1301,3103,12843,1518,5644,4148
-,5610,10775,531,1054,6923,5751,5431,12997,9711,2974,7922,10019,14956,10949,2027
+,11978,12089,1264,11676,9256,11974,11677,14116,892,3339,13518,5679,8861,11485,317
+,6941,6396,942,1559,12427,8324,10568,14588,414,11272,10661,5205,1159,577,12017
+,10173,7300,3757,11368,9435,9088,9338,3553,4852,11875,9161,7015,7160,10783,676
-,2138,12749,9965,12933,5454,13578,1453,3031,6902,13052,14099,2049,5671,5806,1868
+,2793,4744,2311,12239,13132,11060,11514,4206,3248,4912,13056,2986,70,7212,5221
+,7873,10388,7456,898,4303,14285,5367,7371,10817,2996,14287,6899,14826,10283,8094
+,10510,2762,13123,1831,14714,9090,1098,5795,14022,1869,4270,11956,4250,9039,4465
-,9044,5385,9638,3486,9060,467,4340,4721,14938,5476,3950,6547,6955,10348,4804
+,6287,9459,14648,2099,13276,9551,14559,1835,3391,1743,9003,11828,12324,12989,5987
+,3489,11854,5999,2973,2234,5079,13783,13036,6120,14984,348,5069,4760,9347,3753
+,14280,4530,471,2046,4225,2654,7719,4638,7936,14047,5915,3416,11454,6960,374
-,12842,10165,11462,13171,791,1645,6255,6214,11028,13734,13863,7992,3040,3205,11917
+,7367,9426,13440,11767,4730,2122,13852,11308,10234,12637,7499,7272,6774,7280,6567
+,8390,1506,6490,1364,6793,4834,13869,8393,4065,1981,13500,4220,363,5704,1548
+,11304,12334,9892,13890,6129,7405,2031,14599,1859,1202,251,8263,3656,12607,10451
-,11903,8163,6210,7406,12773,6585,12625,8677,9136,14897,2767,3065,511,13334,4059
+,9372,2145,6533,4812,8571,10586,12922,260,6892,8387,3828,10847,8182,3377,2000
+,12348,319,7357,955,594,1502,2128,4336,5529,3553,7636,8886,3910,5973,2205
+,10187,6021,11265,2964,1620,4623,7106,2768,8798,8886,1471,10336,4104,10465,9515
-,9592,28,7089,2885,11987,102,2634,14640,9438,13378,5717,9911,10943,12917,7366
+,1700,10081,14661,12780,14970,7243,5899,6878,10866,14401,3766,137,2144,9034,5254
+,767,14097,5026,9031,5820,3540,1423,8640,8302,7537,13357,4310,14087,12610,14502
+,2687,12364,2870,10897,13022,9560,5559,4975,8237,11788,10351,7725,10176,11894,2573
-,2489,13831,7196,3478,7512,2244,932,9439,7013,9932,13864,8800,1566,781,3263
+,9336,7943,12958,9016,14386,1735,992,9084,3236,11680,12706,3703,10468,10755,282
+,11202,8890,2410,1870,10780,11760,972,12434,10422,4911,1136,6189,10281,2689,8670
+,3313,268,10523,4031,9121,9188,5059,3795,4989,11490,1655,8212,6775,7875,6853
-,3428,14433,8038,14316,10419,5360,682,14739,13326,11184,2321,8217,14708,5962,11231
+,10316,5867,12523,7805,12007,783,6379,14242,14505,7514,3834,8445,12550,3120,13425
+,1736,10671,2072,7706,13417,3493,10293,12051,2527,8959,98,6862,3856,7072,10575
+,11472,6782,11414,2367,2413,7689,3815,8345,12178,3833,1170,13524,8228,9223,4230
-,9516,2863,10041,14557,1519,7825,4092,14079,6951,11656,7801,386,9663,7354,497
+,6872,14765,10123,3114,10330,13783,13897,7062,11231,6886,5377,9336,8911,14228,2674
+,11469,10048,6558,1347,10114,4759,439,6158,4787,10179,14947,3692,14937,5958,5819
+,7209,2998,7030,5684,5893,5801,1125,3771,2625,1736,10727,12268,13353,8175,6493
-,5785,4706,9236,9114,2561,4765,246,8235,4077,12293,10947,12169,5532,7950,11207
+,14336,9793,6136,11492,6466,4238,11649,728,10097,3676,3872,12697,5086,5886,14399
+,7759,1755,7873,8708,2062,2267,8625,10045,210,13222,453,2564,7890,10188,9560
+,4900,13760,1643,8835,10538,12367,10595,13029,4278,13499,4444,1124,10655,10455,387
-,1832,8046,4162,139,12148,10300,2028,4570,4583,6372,3472,6268,12192,5481,2623
+,2491,13425,14532,14341,3377,9050,1500,3096,14363,4135,14146,10628,2514,2745,14749
+,7887,11777,12298,5202,6658,6676,13897,11406,9892,12741,13721,7084,4151,13787,9555
+,13241,8302,2335,257,8264,14701,14480,1543,10636,13191,4639,13294,11469,14761,3936
-,7712,7243,10976,1858,6537,2180,8761,7927,5992,11021,4653,1190,6124,2403,5730
