OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,13388,13490,10726,3468,6337,2353,1069,12028,14135,7406,9975,12956,14089,838,8921
+,7916,9123,13823,10893,12024,2237,2700,34,12509,13346,7953,3097,6812,9474,14694
+,12295,13524,5139,845,13188,8099,3937,1600,7682,14603,1487,8972,8226,6210,11607
-,12821,2966,5564,12997,12157,5919,3192,7544,3600,14438,7372,35,6523,2316,12614
+,3988,3666,6103,11590,12989,1593,14334,13164,449,6241,7957,2224,3533,639,2552
+,8867,14337,13179,9646,9391,10290,2576,11969,2298,13283,7006,4438,7267,9777,9146
+,6474,3619,1740,12120,12763,5741,13356,8689,6609,11259,7970,6988,4739,1902,2526
+,7844,4360,10577,14043,4641,12492,13276,13329,2400,14403,9462,7515,13195,6738,6013
+,182,14916,4117,14668,11150,9816,11345,2659,5183,4803,997,4070,2471,9320,9452
+,11967,733,12728,452,8802,1983,14165,5184,10690,5239,1744,7592,8426,4638,7588
+,8664,284,2521,13654,11559,7670,13727,331,10541,2196,3138,8301,505,5779,2273
+,7903,411,2772,9245,7874,1174,2121,12419,7848,10268,1007,5702,9995,14211,1308
+,13282,6113,14757,8647,4122,3506,14275,1589,11451,12387,5892,8682,9318,7315,1721
+,6112,694,5250,14301,12896,14070,14602,1372,13388,3180,849,451,10745,10773,3677
+,14704,11874,14470,9559,286,8102,11408,2719,6359,5951,13537,490,14743,14988,6187
+,9217,120,9972,11952,14883,9248,6700,10265,13918,4494,8628,4192,2694,5322,9538
+,7924,3669,7027,13610,5997,6768,14030,515,7959,7624,8449,1552,1834,1980,12223
+,5730,5293,5991,3922,10677,9402,3116,525,13432,14849,4971,9292,13549,4382,2511
+,11217,4221,3860,741,13382,2476,14212,14701,3742,8818,14008,13003,12194,1730,49
-,2404,9193,5059,9588,10793,9917,649,1311,1873,7016,8526,5521,1434,14010,1046
+,14194,4986,10703,14493,5612,7977,11408,12673,1312,4038,7053,11376,8016,9547,9729
+,12675,5106,9673,496,10458,3538,7611,11751,11267,12989,12655,7604,4460,12380,13519
+,3724,9027,12766,11806,4273,5920,13736,10910,1820,10587,9778,6671,9692,9621,785
+,7017,8778,10476,6634,6968,5586,2781,190,4447,6124,6544,13360,12807,3288,5979
+,13474,9499,11750,5587,9289,8556,1454,2315,507,1458,1271,2686,12403,2264,1056
+,12857,11290,3058,8992,12684,8780,1967,10662,916,5546,14991,7427,14903,5595,9037
+,4073,11245,3432,1847,8555,10004,2833,12831,6827,7508,10359,8992,8889,8760,830
+,4411,11309,2088,11489,4569,1663,6233,12464,693,12591,3327,7009,6298,11986,2135
+,12174,4084,11299,11959,11092,13363,3443,10206,8200,538,10752,13686,8428,12019,2445
+,61,505,3612,10998,8083,12650,4918,1631,2860,5079,2518,5685,11097,10769,4083
+,13825,7351,4813,10961,6094,11723,112,3367,14412,11057,6774,1382,8454,9864,3040
+,137,5205,5267,1249,8038,7959,1525,3661,749,13823,2095,14678,3438,11783,9355
+,1410,4966,5808,6264,10789,19,9548,1485,6899,12297,4628,3873,13351,943,9706
+,8893,14798,4810,1412,1144,13136,6632,6154,2001,6361,1497,9066,12322,14511,13110
+,1239,2743,8237,8020,2221,6125,6858,4407,8892,13585,8259,4463,8093,1304,6637
-,895,184,6479,9763,1033,5049,1128,8397,14082,8583,2192,10380,12994,5908,8940
+,2649,12292,6879,13635,1053,8732,4402,2414,2471,9173,5362,1044,3624,14131,14823
+,7192,8159,5739,6111,7060,13477,2277,6482,3978,156,10553,6129,5542,4294,5864
+,3926,4755,8333,9585,11232,7905,1987,1656,1766,2260,13410,6881,6518,7641,2530
+,14097,14475,4070,10127,9194,10023,3262,837,13305,10176,415,504,6039,11487,6632
+,1900,1777,1185,11980,10515,7119,10583,5558,10997,2629,9358,5221,5023,1444,14632
+,2168,9907,14809,11939,2823,6627,995,6145,7680,7468,11521,1608,12876,5967,10154
+,14193,12483,952,14717,14277,1211,3005,12410,2606,929,2530,5599,10665,1618,14765
+,3976,9778,12529,11945,11683,8006,508,2406,6731,13888,6429,6827,14285,13273,13484
+,13335,14714,13814,12210,10362,2650,12347,11702,10245,4092,6426,11991,8611,8893,6646
+,3478,10516,10494,8232,10746,2184,805,10200,6462,5734,10331,12332,3237,13204,2047
+,10357,11413,2595,10823,803,8574,8474,5150,7880,1632,2579,8780,14043,5549,6346
+,14412,4879,2520,3404,6361,8407,93,1902,9295,547,4920,6178,3693,13769,13160
+,1510,5587,9906,7932,11311,4396,14300,14135,14998,9415,7412,9236,3157,1487,12607
+,10179,2652,12181,7553,8170,379,13114,5292,14440,2958,7440,2063,11613,5803,4049
+,6459,2121,13015,10965,11397,9352,8822,3143,11410,1240,6062,3052,13202,6408,11913
-,1553,7850,12888,10253,12587,11234,12523,14304,1167,8735,10739,12316,13605,3435,8340
+,8183,9146,5088,12173,1233,8432,8613,14602,1954,1706,14282,13521,13560,3465,7053
+,14674,7343,6390,13210,10528,10981,5443,5096,11827,13993,2419,949,653,14561,6982
+,935,12961,8118,7962,5491,5198,2371,11935,4026,12006,7561,8076,8488,8353,523
+,3961,8528,12798,8271,5523,13862,480,10111,13902,12008,3172,14320,11363,3274,7100
+,12378,2213,6387,13660,12350,692,10969,13696,11813,10489,12185,5653,10907,2222,4604
+,10593,5826,9374,492,3553,14933,7962,781,3475,11057,14368,721,1680,10491,3366
+,3091,10571,10234,111,14500,14632,5392,8738,13599,7912,11552,8599,13354,2762,8074
+,5569,12847,11492,14383,3708,1232,12948,6514,3344,5366,7175,5035,4787,2720,4644
+,1291,5757,9840,961,4031,3721,14290,4095,11745,7374,3358,12000,6546,427,4200
+,12671,9244,3267,14267,7270,5712,12952,14564,3147,2880,7198,10632,12892,3441,11251
+,10045,9574,11008,13418,6140,4301,2981,8779,6754,4289,1513,13810,4199,2039,13148
+,1518,10852,14134,597,14202,10874,931,2640,12448,1416,6133,9434,6028,3453,1326
+,10920,3775,10874,13131,4460,10093,300,6082,1968,8848,10641,5733,14474,7523,13271
+,169,11060,11141,8531,13214,8576,4990,11798,6705,4713,3099,3782,8157,3619,8618
+,10529,1140,10468,161,9973,363,6194,3417,14614,12590,4087,12744,9006,13386,4371
-,13956,11053,4698,9891,11163,5007,263,7790,9138,1564,399,14360,14273,10775,4384
+,575,13864,14949,2071,6735,1714,5325,10445,14891,1224,12852,3821,4668,12591,11950
+,6072,6463,3398,13309,2016,8392,14210,14290,4385,11110,12678,13369,9459,13748,12267
+,5098,4363,14389,4571,466,1445,10407,6434,3624,2862,3226,10391,600,5222,7633
+,1307,12608,5892,3614,2846,5675,10598,7135,2572,359,10265,11926,9404,7595,9554
+,2054,5265,10744,8249,5344,11933,277,952,7688,6543,4938,102,10970,748,3098
+,4231,2619,2185,3231,8315,6724,13171,8685,12613,6788,13445,96,13489,4713,3457
+,8195,11959,3695,12642,3380,2439,11186,12200,4211,10709,1676,4275,13982,4711,5325
+,7274,12220,12391,11891,7225,11897,923,1902,13103,13296,9739,13069,2051,8115,1795
+,9071,8085,7400,6091,3740,5739,14113,1690,7476,6652,1251,11222,484,4072,7044
+,13038,11714,13538,12472,7822,3337,3953,8404,9083,1178,2076,6042,677,4716,12857
+,2093,12886,12126,9623,14513,7579,355,8141,4336,5929,12492,4480,10939,3528,695
+,14278,1115,14534,14568,6376,11888,2482,11469,9276,12434,990,6477,5373,2715,9751
+,4692,10662,9610,14796,7820,4631,13998,3346,4650,4092,12172,4433,6656,14195,11914
+,11551,4525,14160,11704,11688,10149,10138,8532,14820,9836,7789,6075,10921,1278,2707
+,14255,2314,13339,1814,13117,592,4399,5173,10304,194,891,4064,13865,5141,7119
-,7896,4797,6225,1593,696,13840,4544,10695,3889,3517,1813,14506,3294,9412,4887
+,7208,5242,13155,7466,10608,11525,5140,8898,10805,12795,11480,2093,9969,5665,6152
+,12132,7897,11419,6764,14835,1343,11880,13246,8427,5957,2123,13706,10578,5166,8027
+,11721,3098,10424,10491,3465,184,14051,5765,3160,8983,7928,7930,1393,10443,4526
+,14300,154,9045,1723,8858,14216,13582,2214,9131,9187,3906,9702,4340,12999,3470
+,2347,13685,5111,3321,10234,10529,9422,4098,214,12900,7352,1526,8610,114,5419
+,11594,3178,10894,11461,6357,2753,4673,2521,2593,10129,5908,11864,8516,14535,6341
+,2928,10210,9039,3168,14116,4003,12552,2596,7485,6002,2197,9849,3779,8787,3498
+,11275,10804,5666,4104,5310,13755,1590,2305,619,6556,9499,7660,1994,7421,7315
+,4410,2628,13786,13061,5645,14248,1675,12145,1717,14985,6466,10148,12616,9300,8621
+,11148,12505,11495,8344,2940,11526,12507,12493,2335,13472,13312,13720,12693,391,14164
+,7945,7677,570,7713,6422,627,10979,8737,11991,13245,5052,2649,13791,13707,6100
+,9555,69,10365,13927,13803,6035,10044,13,11393,5356,5304,7129,11256,12913,267
+,3893,8072,13955,105,4326,6531,4714,6033,10660,2289,12438,9320,11634,4196,11673
+,3196,2858,6558,3524,13085,14334,8899,5486,7394,9039,14428,9571,7377,3830,3920
+,12400,2837,1356,3020,11328,1530,877,6827,6276,10928,9894,13681,8278,6528,7971
-,99,10982,5972,8453,14089,14830,5068,11409,9942,8195,5087,10179,4335,2,10954
+,14305,7933,7459,11605,8647,14197,11598,9058,4259,6777,13709,263,9284,11255,1660
+,6913,11535,2025,12859,779,12568,2755,12728,9815,12,11135,4194,40,2306,2122
+,9289,12109,3516,7084,6994,924,9272,9590,4743,8237,829,13494,3307,1541,14882
+,1419,3379,8969,2299,10583,3708,7050,14314,1190,6849,9248,76,3393,11386,13714
+,1526,7207,1568,2031,7203,8583,13280,5845,1427,13697,5401,7711,8116,36,12634
+,13154,8106,4470,5208,5284,3292,10514,1989,13460,4618,222,3567,3398,7247,9339
+,6889,8180,2017,10365,11107,14941,13941,11437,1796,10924,10766,12431,4032,8646,883
+,4215,1311,14789,4994,10666,10488,5858,12467,5550,9675,1258,8292,9185,9465,11772
+,1863,0,13156,7419,8300,5086,3488,11913,10821,9732,10473,12672,10569,425,5657
+,9873,7526,645,2412,5069,12611,12519,8821,872,10439,332,4201,7841,2857,2155
+,11338,7565,10979,2612,6025,9552,10981,4431,4659,1994,2881,6402,997,1596,2427
+,7638,6357,7514,11005,4688,13932,11774,13021,4907,8041,14556,9161,11387,11582,12345
+,995,9270,14797,9517,2777,11597,13877,126,14067,10642,12048,1293,9079,7671,5326
+,10217,10770,3457,3681,14426,814,2680,92,4883,8048,11536,2638,13489,10820,8420
+,1515,11718,13637,4610,2027,9661,2769,2655,2871,12680,7719,512,5552,11155,7644
-,1961,11584,12970,6202,12343,8610,1364,10209,4977,6390,8109,2957,7442,9448,13469
+,3819,12799,14890,12739,8794,9754,4984,7290,56,3416,11734,5400,14543,4637,4075
+,14316,3655,3077,3758,9318,4650,10300,9383,133,14109,9974,14264,14371,5156,13048
+,8606,11350,6091,3006,8393,11512,4306,13671,8896,8943,13884,4769,2170,9216,11121
+,8189,562,3353,5184,8942,1527,6846,7680,9509,11706,1895,9822,2345,6017,4680
+,14246,6303,2388,2386,2459,8883,10116,1435,12536,994,8594,2732,2132,4310,9116
+,8096,9403,10581,13719,13936,4887,12465,2811,4066,13987,6753,1209,11533,11834,110
+,151,5429,1958,4285,5677,12484,13960,13125,13085,10413,8129,11890,9077,10064,212
+,2072,8993,4654,8583,7466,1628,4041,4487,4410,4378,1897,8393,5060,419,6376
+,5072,10367,3980,7498,4845,9765,571,8283,3340,5690,5577,2106,1644,12024,14426
+,5815,6137,4369,14977,12981,2717,6955,2893,14103,5668,6942,2075,2004,1995,14393
+,5329,14251,3046,13221,3154,4029,1981,10972,5658,12666,11079,13812,6931,6640,13470
+,10736,1932,13549,1124,12127,2968,6759,14933,9886,909,2974,3505,6161,4465,11231
+,412,5982,1743,13548,6192,6512,14409,914,6989,3091,13786,9295,7395,9680,6220
+,1894,8808,14348,2076,12948,8668,9549,3070,10752,9614,13072,4435,2914,3307,10909
+,165,11220,2274,4546,8950,10322,13692,1913,10906,7131,5673,415,8427,3138,10669
-,4778,6313,1481,4449,10555,571,936,4407,12119,14653,2456,14494,13881,5970,11201
+,12039,520,1670,6191,3147,4415,13743,13607,86,14131,11366,11069,9452,13659,11024
+,3201,7882,3529,11791,21,9797,4829,14678,10733,9964,9066,5234,6295,7725,7945
+,7073,2789,11371,7908,5747,12951,10269,6368,6839,14365,8077,13783,7707,8732,1560
+,673,997,137,12405,2888,2596,868,2831,13312,6922,8132,5435,2339,1536,8797
+,7802,11944,3578,5208,8058,9903,9350,6991,5391,6316,4731,5359,5655,11477,12507
+,3434,2914,13152,261,9171,10346,12147,13070,11295,1375,5220,3582,2388,1046,7908
+,8966,976,10911,1374,14984,14938,4101,4101,4708,861,13541,8834,4832,6834,3008
+,12868,2812,1822,10689,5344,11004,6965,14867,618,12726,12497,4927,6337,1543,3396
+,3317,12374,14335,10556,2307,14677,12384,724,10712,1824,3620,456,11085,6997,2240
+,5733,10482,8586,12647,11982,5426,2172,12614,7862,7506,5772,7993,1144,6622,2676
+,14449,13794,12351,10973,4838,11678,2607,12917,5328,13912,7696,3425,6722,10013,2195
+,14270,5094,9460,7994,9955,6181,1967,13690,8800,13423,4898,7571,2280,9735,10590
+,3890,5568,2409,9236,7452,3289,12735,2729,3271,6103,2443,12546,8827,5364,13575
+,12140,12891,4673,6615,10792,7134,12142,1651,3335,265,3081,9612,3131,5761,5513
+,6090,4642,2142,7415,11542,13273,14337,6311,1641,8568,11217,1000,4504,5605,6114
-,10159,13910,790,1495,7911,7552,8388,8847,4726,11583,6634,13659,10369,12863,9230
+,2988,1750,2206,4328,6410,5285,6238,1768,14274,5112,11950,2733,5653,13782,9109
+,1858,10195,1918,12705,12104,2725,7982,14764,12119,8770,10110,3450,8733,10708,10585
+,12284,8832,12955,6635,7104,9869,8279,13660,14314,1617,9108,13294,661,1063,14080
+,7506,4964,1489,12343,1721,7665,3791,7418,7148,13247,5816,9037,3944,3757,14129
+,2853,14052,7885,7526,5845,1824,7411,14976,9055,1527,1935,826,4943,2398,1021
+,1298,1302,10412,2340,10380,2767,1802,4740,2339,12701,690,1311,2030,10995,7405
+,7352,5910,5815,3183,3225,9095,10454,9528,1814,6821,9223,603,2989,11871,9802
+,14137,4012,7489,2587,11245,11859,7842,10811,6759,11530,7440,474,2717,467,14452
+,7659,59,5142,9214,9222,459,7741,2745,1555,4041,768,12559,8232,5668,3970
+,9569,4366,5311,8849,2998,12891,10192,2777,13813,13789,4041,6685,4259,11200,11750
+,12192,6818,14439,11824,1423,12373,10130,1479,2774,10188,12843,5606,13967,1381,2706
+,7394,3461,14605,7402,5162,12685,3401,13944,1322,9431,10512,5586,13700,1498,9674
+,14988,468,7938,3161,8025,1914,12948,9591,13179,5121,14466,1929,167,8210,4860
+,326,4006,6920,13042,6104,7943,4183,1883,12515,2602,3128,1154,4861,4546,10192
+,6762,5035,6427,14618,5184,1269,4823,5075,9937,4303,14372,9947,5743,1723,9978
-,9582,3673,2716,253,655,7475,7646,5694,6977,2550,12103,379,11861,11370,6536
+,13178,4249,585,1078,2265,14402,4999,11262,59,3505,1979,3017,2179,923,5385
+,10099,5651,3521,4154,9890,2946,6585,11035,14234,7790,4890,3531,5505,14649,4737
+,1967,11353,1622,8774,2102,1420,1017,9224,12894,9206,14514,7407,13087,13829,13423
+,9012,8117,5849,14641,7844,13938,2449,3842,14475,8936,10710,4641,14083,2437,6510
+,8376,2964,13381,3517,13766,6746,8846,13134,6930,6815,5787,10679,14660,2556,4377
+,7223,9729,9054,6950,9617,12538,4767,21,9519,12879,12950,7867,7139,1903,356
+,6530,2558,13665,1031,7621,817,5334,9521,6478,2097,3719,2071,12701,4602,13461
+,7711,6786,4051,11141,8857,7527,14406,14997,6479,3131,936,6584,1804,7666,1293
+,12506,1818,9857,8682,11443,12009,8730,6539,9117,13294,11307,10181,12608,14097,11359
+,9041,2127,187,48,8316,166,12387,4117,14302,11884,2298,4637,5024,7527,9334
+,1157,5141,10714,8264,9485,3459,911,2408,5102,7002,3646,7754,14429,13142,12934
+,11588,7621,10081,10483,12602,1465,1715,4312,1932,6178,2601,9191,4671,6126,11621
+,9895,1595,163,11835,7057,9567,4604,4110,6504,12138,2190,7704,9177,1516,9793
+,11619,14719,3865,1450,8666,12908,10782,7200,5422,7245,13278,5025,12754,1643,10864
+,10553,1215,7976,2674,4595,12096,5486,6489,14954,6239,816,5480,11910,14698,3237
-,2825,3257,12522,13030,7605,4459,1840,3046,3333,13322,6387,1789,3111,591,8269
+,2856,12612,7168,2835,11943,3765,5448,14877,11424,1997,941,5530,10978,13205,278
+,6066,3181,9015,12544,7742,2526,10927,11648,4226,11714,14420,12263,7293,5899,8318
+,2047,6126,7641,316,12010,13079,12626,3678,5058,3115,3838,3649,13577,11926,8215
+,9965,14993,8509,7893,10484,4823,1260,13627,9532,12680,7117,12226,4848,7830,12120
+,1859,13193,9335,3364,333,294,866,4876,11212,11796,402,5629,11367,555,2826
+,10307,10747,8559,11966,8310,14757,7433,9695,8989,1133,6974,10223,3210,1062,3805
+,777,4721,9864,6383,2509,7965,9565,12580,5895,14080,9624,4500,12446,7776,7698
+,13650,8759,2102,14453,13904,2805,603,3307,14316,4880,13693,6030,4259,9603,3141
+,10458,4048,13895,10081,2217,6719,10692,6148,2027,7633,674,12120,1441,7779,9012
+,7871,2625,4840,9984,13435,8371,3427,4182,9328,6307,10148,7890,9258,13626,4210
+,10084,13648,11441,6507,1152,12486,3740,2961,1227,8826,13069,4680,11696,9325,11049
+,4463,3592,8986,11211,2236,4282,3628,1307,6093,13915,14038,3522,5590,6822,9083
+,6189,1528,7440,3330,12043,10036,4454,9681,11328,7738,14602,9697,7743,942,1198
+,12177,415,7070,10104,14498,635,136,13050,10220,4963,10887,7918,5914,4770,14370
+,784,14485,3708,12378,10866,12385,2269,3513,2710,11237,13984,9211,4995,7816,1208
-,413,12703,9824,5539,13552,6186,5798,11442,5127,12582,3063,11966,10609,1196,14165
+,7661,2432,3402,11330,14700,3394,10818,3530,5222,2875,9760,1463,12695,5344,5765
+,9897,13770,3922,989,7511,1861,10793,12087,9555,1401,376,588,254,11629,3622
+,9640,7790,13452,8625,14272,10068,7038,5445,4020,4995,3573,7930,6372,12383,10643
+,12719,6457,3712,10396,13377,4925,11952,10272,962,6871,6409,6936,14320,11456,13115
+,6667,11019,3604,4776,1419,14102,10631,8690,8499,5081,9795,11691,6806,2810,14740
+,2886,5703,180,12097,5048,4892,10770,14348,9118,473,1550,2788,2288,1993,1265
+,12350,859,11998,12136,3935,12439,14484,1680,2406,13302,8002,5521,14785,4517,1651
+,3741,13452,104,13699,12529,2431,13272,2216,12018,13512,14948,9449,9877,11848,2735
+,4224,7821,5827,14114,8211,14336,2684,6583,8299,2129,1294,12258,905,11071,8861
+,953,14621,3104,2981,12595,4022,5900,1377,14037,14205,14417,14010,4631,3745,6251
+,6905,8324,11845,7370,5876,14956,2488,2134,9064,10589,5822,8963,11493,3570,9358
+,8388,2490,9134,4335,4974,14659,7310,10110,9525,12472,12252,8324,8014,1458,9921
+,6077,8646,1962,13152,14662,2915,3656,11505,14191,7739,244,1332,4354,9906,5397
+,10411,4327,10235,5916,5002,12625,4598,9459,14369,5037,11949,66,12816,7909,13481
+,2986,14140,2529,305,14105,1009,14914,6382,7250,9188,7255,9840,3385,12840,863
-,2878,2052,13235,5913,8942,3875,7920,3212,1228,8846,9835,5436,7165,716,5702
+,11850,14016,6217,10371,2596,13038,7145,3687,13455,12976,1475,1421,7223,9454,3369
+,1362,12470,9426,13085,3635,12273,913,13889,12274,12107,321,4408,13319,737,8990
+,7198,8365,3643,1347,12747,3930,14756,8171,3375,4814,9825,3459,11011,14564,3900
+,7380,8109,11041,7299,11715,13767,2145,5290,9622,8734,1647,8625,10537,12828,13897
+,5260,9423,9616,4686,3855,12945,1495,3524,8158,14504,7867,6472,10727,3970,8787
+,4596,9678,11718,4860,5016,292,10908,3827,4680,6938,2311,3439,14970,1665,12671
+,4260,11239,14856,4265,1632,962,10293,10831,11962,5800,207,10116,14281,13026,10827
+,9490,14954,6147,1636,6494,8480,6637,14890,8006,9384,1690,2914,9429,7018,13009
+,2997,10125,6934,7594,7200,1376,12365,2993,13112,13181,4637,12433,358,1889,13548
+,6006,12424,4781,11885,14999,3801,4989,13570,8471,8565,6212,4301,3964,5739,5158
+,2769,8397,5883,7671,4546,14080,2432,5947,3552,5924,5060,5123,13540,4614,591
+,13160,2877,8319,12884,5656,12442,6963,6656,4768,5491,1968,4277,562,9534,5078
+,9149,6784,9802,12611,10064,825,13527,7249,11487,12216,11832,13811,9334,10549,14557
+,6409,9125,13275,2071,9949,9496,5446,660,3936,5497,10347,3664,5844,6203,12624
+,5023,5128,10193,10418,12837,9197,13352,1952,3117,6121,14507,2114,1904,3013,12083
-,10824,14674,4634,9316,10916,8360,13215,1767,680,11620,1090,12981,6325,3612,12534
+,12247,10675,10818,13602,5791,2389,2554,9370,10650,11745,5801,8607,9356,2755,2168
+,11122,11698,6722,6514,1240,3639,1519,10162,6545,13274,6787,1728,6891,14906,13486
+,7621,10131,2142,9618,2760,1225,9104,3665,2017,7697,14229,751,9980,3691,11999
+,9807,263,11006,10484,4635,12047,4129,10823,2370,4176,14309,4759,14223,11757,1100
+,10629,11342,2151,8389,7628,13398,11650,11565,6469,10032,11856,9508,14436,1322,4266
+,2061,8323,5874,3770,12671,10316,14038,4144,2013,3324,2121,9388,7181,6255,3260
+,4791,13676,3984,1464,5071,6942,2439,9290,11778,2084,2800,1168,4018,10011,13907
+,9514,9028,9827,3269,13463,2318,9196,6641,6293,9371,150,4278,12218,1398,3874
+,8532,6431,8278,13055,11164,11210,10412,3778,12431,10378,12318,11310,6575,13307,11110
+,13847,4876,14938,11725,11749,7844,6120,641,6540,7054,12007,3381,8174,6902,3238
+,4971,4526,3986,5893,4225,12961,12611,10427,5543,8815,1042,449,7908,5025,8255
+,8065,5052,14856,7814,3088,1692,14241,7016,3387,7028,9890,2793,4795,2035,11871
+,3925,1590,11260,14031,14536,5786,779,2632,6583,13856,4153,317,5833,7095,4089
+,13019,11821,5808,2809,10781,14098,8326,291,1198,9141,1264,5972,4240,2012,8659
+,3700,14608,13981,7441,14593,7340,14218,9599,10501,8963,3225,1850,11788,14710,5045
-,14988,468,7938,3161,8025,1914,12948,9591,13179,5121,14466,1929,167,8210,4860
+,2346,6968,8211,7140,3717,402,14476,9139,76,8544,13289,11031,3159,11191,999
+,5886,3302,8937,13868,10465,7549,9097,8302,4197,6730,87,8101,1375,3546,14713
+,9976,13418,7883,8896,6844,12541,7350,4912,8255,7724,14996,3450,10851,1278,6759
+,11418,7092,9577,13819,12404,10695,3964,14917,5504,3459,1366,1394,12027,4726,14572
+,6713,8494,8838,13594,13654,10168,5129,6634,10203,14286,606,8148,6069,11174,6330
+,7196,3188,2193,13433,10539,7321,9111,12468,13404,10055,4116,3794,8043,7397,13989
+,9275,10983,14686,6737,10798,12003,11392,11331,11617,5214,10834,13227,11947,7460,14202
+,9831,180,2004,4098,1393,12836,4406,8088,11426,10371,7085,9552,14585,1250,11581
+,10162,9359,9312,2403,9287,9694,12477,8378,3712,11108,6869,10023,10724,3551,6212
+,940,9002,6337,11472,9892,11779,4417,12520,4140,6649,14663,14897,4433,8937,2377
+,287,6183,12144,2834,1481,2320,2960,562,8862,7740,7703,242,12712,12962,1377
+,9634,12433,9770,13195,9469,4252,5756,1765,2251,4255,6133,273,7684,11227,9844
+,10653,7364,11036,8782,14645,9459,3321,50,8386,14078,8243,4424,4373,13535,3990
+,11511,9826,2301,5469,9291,5388,8015,512,8634,10000,667,1223,4925,1133,1737
+,1791,13634,6067,13704,3500,7576,2777,13488,14759,8181,6524,4931,14000,2509,6187
-,9063,3238,1985,1404,4731,12731,3602,9064,5390,2471,1257,13158,391,11628,975
+,700,4565,14947,10299,2321,1961,12240,10750,9046,7892,2992,6810,3765,12167,14836
+,5771,12279,10201,4415,14797,9439,3970,7520,13188,15000,3303,7253,12151,13385,14476
+,5598,11213,1734,8819,2569,4008,9236,11619,1084,8941,4865,14617,9565,11838,12735
+,10668,10896,7505,7203,13204,6449,971,3771,9317,12440,8804,1841,4400,3485,3708
+,14350,11761,13412,14047,579,7740,13164,6221,6776,9571,13719,801,8029,11507,12222
+,3615,3003,13259,1861,2825,5274,14300,1758,13340,9226,12673,11078,4198,11874,7735
+,408,12274,7567,6447,10405,12625,1492,4182,4691,12896,3577,7805,9088,3056,3934
+,5101,13423,14994,12289,7708,6764,4869,6552,5365,12318,14376,9329,8161,539,13127
+,14527,10855,7461,10326,8295,10379,14700,14409,10491,7030,846,7045,10719,9977,6472
+,8889,12429,2626,1432,9974,13009,8211,6552,14839,13543,9118,4945,14819,4680,11053
+,9033,3789,836,11074,1685,3992,6952,4807,61,1663,3297,13460,14402,8373,5223
+,11608,9790,4835,13924,13146,5132,4560,10680,4818,10393,3143,3490,14193,12453,1187
+,8637,7214,4735,13610,11247,3285,8344,11264,6708,1349,9475,2564,1103,4246,4606
+,10429,249,4836,2075,4654,459,12605,1436,13264,11303,1363,9904,3455,1117,4703
+,517,2780,453,8965,7109,13631,12578,8426,12548,5963,9195,2949,8319,8413,3942
-,7850,2735,8903,14788,1600,3838,12631,11028,6642,5509,1988,4503,14908,5090,1452
+,3865,2446,11077,10892,1437,13756,6111,7786,6258,4779,12033,12878,11486,1524,9102
+,9683,13984,2285,5200,536,8656,143,117,1647,8517,11326,83,14078,8434,6830
+,4397,13919,3606,13734,14448,11373,13805,6493,12329,346,6341,748,5689,14301,9509
+,9220,4583,8518,13175,1567,9756,13489,12678,4501,12569,7839,13240,6426,7458,13798
+,58,9230,8267,7030,7225,14944,4744,5412,4056,12233,12168,6430,5790,13713,333
+,5810,197,10821,1629,10420,14652,9553,14036,5059,10215,2874,11700,5296,3439,11106
+,7529,11167,1224,3509,4719,2465,6820,10269,9726,7831,6004,14328,4659,9469,9984
+,8271,3082,7688,7707,11648,8310,9644,12189,10596,847,8300,14981,5480,3659,3236
+,5614,9753,10276,11273,3832,3775,7638,9826,13440,1691,10894,14354,2594,9683,610
+,1805,2483,11052,5712,7537,7246,3812,13825,13259,12015,4119,11910,14267,5472,8031
+,13023,6944,8708,4682,818,9056,9758,1956,2702,11677,9900,10530,14622,10772,11317
+,14646,11330,9705,4133,7285,7611,1911,12345,11857,14745,1123,14436,5099,9261,1774
+,10584,14515,14329,13972,248,3620,12903,3449,12124,5785,776,9283,6417,5335,607
+,915,10713,3223,7887,11251,923,3141,1659,12619,5115,14469,12890,11441,4396,5325
+,2610,13345,10453,11133,5823,8350,10393,2414,4904,11049,11006,6092,11325,200,13324
-,5641,2368,11481,8500,6011,3681,5193,4031,6412,12208,13487,13531,5994,13395,13967
+,1171,12819,8272,3295,4969,13531,12110,5727,9137,11295,13011,3991,3369,11487,7464
+,10300,2110,12530,12368,7937,11924,6673,6827,8901,14431,10841,187,13960,7844,11768
+,14075,1849,10306,7058,6811,14312,5373,10001,7338,138,13656,13019,12087,13722,11120
+,10642,9229,14392,12555,2537,2667,6862,4607,5330,1394,3467,11711,11273,5112,5178
+,11737,682,372,10334,3297,13253,2516,1667,778,2808,14161,2098,14976,1500,5571
+,13024,6302,14476,6736,3155,14166,11635,420,13737,13710,10896,9455,3444,676,12283
+,9088,11228,2093,2183,3453,2354,6295,7679,8855,12441,5106,6226,2206,3783,3368
+,4322,2646,3616,3181,10868,12031,2015,3040,281,14219,2312,249,3706,12334,3175
+,10219,7466,10996,3616,9638,8470,10976,14210,11550,11076,5019,9253,8557,10663,646
+,3886,13164,5730,3809,4789,11078,11580,10056,1255,5587,13517,2036,1246,9504,5886
+,11773,4910,1794,11222,626,12284,4898,12268,9328,387,7006,6861,238,5017,2374
